dataset_pid,dataset_pid_url,dataset_url,publication_date,dataset_version_number,dataset_version_create_time,dataverse_collection_alias,topicClassValue,topicClassVocab,topicClassVocabURI,keywordValue,keywordTermURI,keywordVocabulary,keywordVocabularyURI
doi:10.7910/DVN/G9B9YA,https://doi.org/10.7910/DVN/G9B9YA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G9B9YA,,DRAFT,2023-10-04T07:56:30Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/G9B9YA,https://doi.org/10.7910/DVN/G9B9YA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G9B9YA,,DRAFT,2023-10-04T07:56:30Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/G9B9YA,https://doi.org/10.7910/DVN/G9B9YA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G9B9YA,,DRAFT,2023-10-04T07:56:30Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,Drug Combinations,,MeSH,http://id.nlm.nih.gov/mesh/D004338
doi:10.7910/DVN/G9B9YA,https://doi.org/10.7910/DVN/G9B9YA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G9B9YA,,DRAFT,2023-10-04T07:56:30Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,Mefloquine,,MeSH,http://id.nlm.nih.gov/mesh/D015767
doi:10.7910/DVN/G9B9YA,https://doi.org/10.7910/DVN/G9B9YA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G9B9YA,,DRAFT,2023-10-04T07:56:30Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,"Artemether, Lumefantrine Drug Combination",,MeSH,http://id.nlm.nih.gov/mesh/D000077611
doi:10.7910/DVN/GF8HKS,https://doi.org/10.7910/DVN/GF8HKS,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GF8HKS,,DRAFT,2023-11-16T06:33:19Z,MORU,Stillbirth,MeSH,http://id.nlm.nih.gov/mesh/D050497,Stillbirth,,MeSH,http://id.nlm.nih.gov/mesh/D050497
doi:10.7910/DVN/GF8HKS,https://doi.org/10.7910/DVN/GF8HKS,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GF8HKS,,DRAFT,2023-11-16T06:33:19Z,MORU,Stillbirth,MeSH,http://id.nlm.nih.gov/mesh/D050497,Neonatal Death,,MeSH,http://id.nlm.nih.gov/mesh/D066087
doi:10.7910/DVN/GF8HKS,https://doi.org/10.7910/DVN/GF8HKS,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GF8HKS,,DRAFT,2023-11-16T06:33:19Z,MORU,Stillbirth,MeSH,http://id.nlm.nih.gov/mesh/D050497,Health Belief Model,,MeSH,http://id.nlm.nih.gov/mesh/D000083342
doi:10.7910/DVN/GF8HKS,https://doi.org/10.7910/DVN/GF8HKS,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GF8HKS,,DRAFT,2023-11-16T06:33:19Z,MORU,Stillbirth,MeSH,http://id.nlm.nih.gov/mesh/D050497,"Health Knowledge, Attitudes, Practice",,MeSH,http://id.nlm.nih.gov/mesh/D007722
doi:10.7910/DVN/GF8HKS,https://doi.org/10.7910/DVN/GF8HKS,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GF8HKS,,DRAFT,2023-11-16T06:33:19Z,MORU,Neonatal Death,MeSH,http://id.nlm.nih.gov/mesh/D066087,Stillbirth,,MeSH,http://id.nlm.nih.gov/mesh/D050497
doi:10.7910/DVN/GF8HKS,https://doi.org/10.7910/DVN/GF8HKS,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GF8HKS,,DRAFT,2023-11-16T06:33:19Z,MORU,Neonatal Death,MeSH,http://id.nlm.nih.gov/mesh/D066087,Neonatal Death,,MeSH,http://id.nlm.nih.gov/mesh/D066087
doi:10.7910/DVN/GF8HKS,https://doi.org/10.7910/DVN/GF8HKS,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GF8HKS,,DRAFT,2023-11-16T06:33:19Z,MORU,Neonatal Death,MeSH,http://id.nlm.nih.gov/mesh/D066087,Health Belief Model,,MeSH,http://id.nlm.nih.gov/mesh/D000083342
doi:10.7910/DVN/GF8HKS,https://doi.org/10.7910/DVN/GF8HKS,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GF8HKS,,DRAFT,2023-11-16T06:33:19Z,MORU,Neonatal Death,MeSH,http://id.nlm.nih.gov/mesh/D066087,"Health Knowledge, Attitudes, Practice",,MeSH,http://id.nlm.nih.gov/mesh/D007722
doi:10.7910/DVN/GKLAD7,https://doi.org/10.7910/DVN/GKLAD7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GKLAD7,,DRAFT,2023-11-21T07:34:13Z,MORU,Fever,MeSH,http://id.nlm.nih.gov/mesh/D005334,Fever,,MeSH,http://id.nlm.nih.gov/mesh/D005334
doi:10.7910/DVN/GKLAD7,https://doi.org/10.7910/DVN/GKLAD7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GKLAD7,,DRAFT,2023-11-21T07:34:13Z,MORU,Fever,MeSH,http://id.nlm.nih.gov/mesh/D005334,Plasmodium vivax,,MeSH,http://id.nlm.nih.gov/mesh/D010966
doi:10.7910/DVN/GKLAD7,https://doi.org/10.7910/DVN/GKLAD7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GKLAD7,,DRAFT,2023-11-21T07:34:13Z,MORU,Fever,MeSH,http://id.nlm.nih.gov/mesh/D005334,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/GKLAD7,https://doi.org/10.7910/DVN/GKLAD7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GKLAD7,,DRAFT,2023-11-21T07:34:13Z,MORU,Fever,MeSH,http://id.nlm.nih.gov/mesh/D005334,Dengue,,MeSH,http://id.nlm.nih.gov/mesh/D003715
doi:10.7910/DVN/GKLAD7,https://doi.org/10.7910/DVN/GKLAD7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GKLAD7,,DRAFT,2023-11-21T07:34:13Z,MORU,Fever,MeSH,http://id.nlm.nih.gov/mesh/D005334,Chikungunya,,MeSH,http://id.nlm.nih.gov/mesh/D065632
doi:10.7910/DVN/GKLAD7,https://doi.org/10.7910/DVN/GKLAD7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GKLAD7,,DRAFT,2023-11-21T07:34:13Z,MORU,Fever,MeSH,http://id.nlm.nih.gov/mesh/D005334,Zika Virus Infection,,MeSH,http://id.nlm.nih.gov/mesh/D000071243
doi:10.7910/DVN/GKLAD7,https://doi.org/10.7910/DVN/GKLAD7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GKLAD7,,DRAFT,2023-11-21T07:34:13Z,MORU,Fever,MeSH,http://id.nlm.nih.gov/mesh/D005334,Orientia tsutsugamushi,,MeSH,http://id.nlm.nih.gov/mesh/D012285
doi:10.7910/DVN/GKLAD7,https://doi.org/10.7910/DVN/GKLAD7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GKLAD7,,DRAFT,2023-11-21T07:34:13Z,MORU,Fever,MeSH,http://id.nlm.nih.gov/mesh/D005334,Leptospira,,MeSH,http://id.nlm.nih.gov/mesh/D007919
doi:10.7910/DVN/GKLAD7,https://doi.org/10.7910/DVN/GKLAD7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GKLAD7,,DRAFT,2023-11-21T07:34:13Z,MORU,Fever,MeSH,http://id.nlm.nih.gov/mesh/D005334,Rickettsia typhi,,MeSH,http://id.nlm.nih.gov/mesh/D012286
doi:10.7910/DVN/GKLAD7,https://doi.org/10.7910/DVN/GKLAD7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GKLAD7,,DRAFT,2023-11-21T07:34:13Z,MORU,Fever,MeSH,http://id.nlm.nih.gov/mesh/D005334,Burkholderia pseudomallei Infection,,MeSH,http://id.nlm.nih.gov/mesh/D008554
doi:10.7910/DVN/H6XUTZ,https://doi.org/10.7910/DVN/H6XUTZ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/H6XUTZ,,DRAFT,2023-09-18T12:53:36Z,MORU,Melioidosis,MeSH,http://id.nlm.nih.gov/mesh/D008554,Melioidosis,,MeSH,http://id.nlm.nih.gov/mesh/D008554
doi:10.7910/DVN/H6XUTZ,https://doi.org/10.7910/DVN/H6XUTZ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/H6XUTZ,,DRAFT,2023-09-18T12:53:36Z,MORU,Melioidosis,MeSH,http://id.nlm.nih.gov/mesh/D008554,Diabetes Mellitus,,MeSH,http://id.nlm.nih.gov/mesh/D003920
doi:10.7910/DVN/HFCH3Y,https://doi.org/10.7910/DVN/HFCH3Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HFCH3Y,,DRAFT,2023-10-16T09:48:46Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/HFCH3Y,https://doi.org/10.7910/DVN/HFCH3Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HFCH3Y,,DRAFT,2023-10-16T09:48:46Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,Artemisinins,,MeSH,http://id.nlm.nih.gov/mesh/D037621
doi:10.7910/DVN/HFCH3Y,https://doi.org/10.7910/DVN/HFCH3Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HFCH3Y,,DRAFT,2023-10-16T09:48:46Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Bacterial Infections,MeSH,http://id.nlm.nih.gov/mesh/D001424,"Drug Resistance, Microbial",,MeSH,http://id.nlm.nih.gov/mesh/D004352
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Bacterial Infections,MeSH,http://id.nlm.nih.gov/mesh/D001424,Bacterial Infections,,MeSH,http://id.nlm.nih.gov/mesh/D001424
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Bacterial Infections,MeSH,http://id.nlm.nih.gov/mesh/D001424,Escherichia coli,,MeSH,http://id.nlm.nih.gov/mesh/D004926
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Bacterial Infections,MeSH,http://id.nlm.nih.gov/mesh/D001424,Klebsiella pneumoniae,,MeSH,http://id.nlm.nih.gov/mesh/D007711
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Bacterial Infections,MeSH,http://id.nlm.nih.gov/mesh/D001424,Acinetobacter baumannii,,MeSH,http://id.nlm.nih.gov/mesh/D040981
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Bacterial Infections,MeSH,http://id.nlm.nih.gov/mesh/D001424,Salmonella,,MeSH,http://id.nlm.nih.gov/mesh/D012475
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Bacterial Infections,MeSH,http://id.nlm.nih.gov/mesh/D001424,Staphylococcus aureus,,MeSH,http://id.nlm.nih.gov/mesh/D013211
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Bacterial Infections,MeSH,http://id.nlm.nih.gov/mesh/D001424,Streptococcus pneumoniae,,MeSH,http://id.nlm.nih.gov/mesh/D013296
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Bacterial Infections,MeSH,http://id.nlm.nih.gov/mesh/D001424,Neisseria meningitidis,,MeSH,http://id.nlm.nih.gov/mesh/D009345
doi:10.7910/DVN/HTKVP4,https://doi.org/10.7910/DVN/HTKVP4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HTKVP4,,DRAFT,2023-08-14T08:13:20Z,MORU,Bacterial Infections,MeSH,http://id.nlm.nih.gov/mesh/D001424,Mortality,,MeSH,http://id.nlm.nih.gov/mesh/D009026
doi:10.7910/DVN/I6MQ20,https://doi.org/10.7910/DVN/I6MQ20,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/I6MQ20,,DRAFT,2023-12-06T03:13:27Z,MORU,Neonatal Sepsis,MeSH,http://id.nlm.nih.gov/mesh/D000071074,Neonatal Sepsis,,MeSH,http://id.nlm.nih.gov/mesh/D000071074
doi:10.7910/DVN/I6MQ20,https://doi.org/10.7910/DVN/I6MQ20,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/I6MQ20,,DRAFT,2023-12-06T03:13:27Z,MORU,Neonatal Sepsis,MeSH,http://id.nlm.nih.gov/mesh/D000071074,Cerebrospinal Fluid,,MeSH,http://id.nlm.nih.gov/mesh/D002555
doi:10.7910/DVN/IGCEKI,https://doi.org/10.7910/DVN/IGCEKI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IGCEKI,,DRAFT,2023-10-17T05:23:05Z,MORU,,,,"Dictionary, Medical",,MeSH,http://id.nlm.nih.gov/mesh/D000077823
doi:10.7910/DVN/IML3Q7,https://doi.org/10.7910/DVN/IML3Q7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IML3Q7,,DRAFT,2023-11-14T05:33:45Z,MORU,Respiratory Diseases,MeSH,http://id.nlm.nih.gov/mesh/D012140,Respiratory Diseases,,MeSH,http://id.nlm.nih.gov/mesh/D012140
doi:10.7910/DVN/IML3Q7,https://doi.org/10.7910/DVN/IML3Q7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IML3Q7,,DRAFT,2023-11-14T05:33:45Z,MORU,Respiratory Diseases,MeSH,http://id.nlm.nih.gov/mesh/D012140,Haemophilus influenzae,,MeSH,http://id.nlm.nih.gov/mesh/D006193
doi:10.7910/DVN/IML3Q7,https://doi.org/10.7910/DVN/IML3Q7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IML3Q7,,DRAFT,2023-11-14T05:33:45Z,MORU,Respiratory Diseases,MeSH,http://id.nlm.nih.gov/mesh/D012140,Moraxella catarrhalis,,MeSH,http://id.nlm.nih.gov/mesh/D001936
doi:10.7910/DVN/IP7Q1K,https://doi.org/10.7910/DVN/IP7Q1K,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IP7Q1K,,DRAFT,2023-06-27T08:14:32Z,MORU,"Malaria, Falciparum",Mesh,http://id.nlm.nih.gov/mesh/D016778,Coma,,MeSH,http://id.nlm.nih.gov/mesh/D003128
doi:10.7910/DVN/IP7Q1K,https://doi.org/10.7910/DVN/IP7Q1K,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IP7Q1K,,DRAFT,2023-06-27T08:14:32Z,MORU,"Malaria, Falciparum",Mesh,http://id.nlm.nih.gov/mesh/D016778,"Malaria, Cerebral",,MeSH,http://id.nlm.nih.gov/mesh/D016779
doi:10.7910/DVN/IP7Q1K,https://doi.org/10.7910/DVN/IP7Q1K,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IP7Q1K,,DRAFT,2023-06-27T08:14:32Z,MORU,"Malaria, Falciparum",Mesh,http://id.nlm.nih.gov/mesh/D016778,Artemether Lumefantrine,,MeSH,http://id.nlm.nih.gov/mesh/D000077611
doi:10.7910/DVN/IP7Q1K,https://doi.org/10.7910/DVN/IP7Q1K,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IP7Q1K,,DRAFT,2023-06-27T08:14:32Z,MORU,"Malaria, Falciparum",Mesh,http://id.nlm.nih.gov/mesh/D016778,Artesunate,,MeSH,http://id.nlm.nih.gov/mesh/D000077332
doi:10.7910/DVN/J4VII9,https://doi.org/10.7910/DVN/J4VII9,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/J4VII9,,DRAFT,2023-08-08T05:28:34Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/J4VII9,https://doi.org/10.7910/DVN/J4VII9,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/J4VII9,,DRAFT,2023-08-08T05:28:34Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/J4VII9,https://doi.org/10.7910/DVN/J4VII9,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/J4VII9,,DRAFT,2023-08-08T05:28:34Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,Artemisinins,,MeSH,http://id.nlm.nih.gov/mesh/D037621
doi:10.7910/DVN/JI8Y0G,https://doi.org/10.7910/DVN/JI8Y0G,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JI8Y0G,,DRAFT,2023-10-10T05:27:47Z,MORU,COVID-19,MeSH,http://id.nlm.nih.gov/mesh/D000086382,COVID-19,,MeSH,http://id.nlm.nih.gov/mesh/D000086382
doi:10.7910/DVN/JI8Y0G,https://doi.org/10.7910/DVN/JI8Y0G,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JI8Y0G,,DRAFT,2023-10-10T05:27:47Z,MORU,COVID-19,MeSH,http://id.nlm.nih.gov/mesh/D000086382,Public Health,,MeSH,http://id.nlm.nih.gov/mesh/D011634
doi:10.7910/DVN/JI8Y0G,https://doi.org/10.7910/DVN/JI8Y0G,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JI8Y0G,,DRAFT,2023-10-10T05:27:47Z,MORU,COVID-19,MeSH,http://id.nlm.nih.gov/mesh/D000086382,Social Factors,,MeSH,http://id.nlm.nih.gov/mesh/D000083663
doi:10.7910/DVN/JI8Y0G,https://doi.org/10.7910/DVN/JI8Y0G,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JI8Y0G,,DRAFT,2023-10-10T05:27:47Z,MORU,COVID-19,MeSH,http://id.nlm.nih.gov/mesh/D000086382,Ethics,,MeSH,http://id.nlm.nih.gov/mesh/D004989
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,Tuberculosis,MeSH,http://id.nlm.nih.gov/mesh/D014376,Tuberculosis,,MeSH,http://id.nlm.nih.gov/mesh/D014376
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,Tuberculosis,MeSH,http://id.nlm.nih.gov/mesh/D014376,HIV,,MeSH,http://id.nlm.nih.gov/mesh/D006678
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,Tuberculosis,MeSH,http://id.nlm.nih.gov/mesh/D014376,"Tuberculosis, Multidrug-Resistant",,MeSH,http://id.nlm.nih.gov/mesh/D018088
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,Tuberculosis,MeSH,http://id.nlm.nih.gov/mesh/D014376,Isoniazid,,MeSH,http://id.nlm.nih.gov/mesh/D007538
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,Tuberculosis,MeSH,http://id.nlm.nih.gov/mesh/D014376,Rifampin,,MeSH,http://id.nlm.nih.gov/mesh/D012293
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,Tuberculosis,MeSH,http://id.nlm.nih.gov/mesh/D014376,Pyrazinamide,,MeSH,http://id.nlm.nih.gov/mesh/D011718
doi:10.7910/DVN/JJGXQK,https://doi.org/10.7910/DVN/JJGXQK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JJGXQK,,DRAFT,2023-08-14T17:15:36Z,MORU,Tuberculosis,MeSH,http://id.nlm.nih.gov/mesh/D014376,Ethambutol,,MeSH,http://id.nlm.nih.gov/mesh/D004977
doi:10.7910/DVN/JUXZFD,https://doi.org/10.7910/DVN/JUXZFD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JUXZFD,,DRAFT,2023-11-28T03:28:26Z,MORU,Infectious diseases,MeSH,http://id.nlm.nih.gov/mesh/D003141,Infectious diseases,,MeSH,http://id.nlm.nih.gov/mesh/D003141
doi:10.7910/DVN/JUXZFD,https://doi.org/10.7910/DVN/JUXZFD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JUXZFD,,DRAFT,2023-11-28T03:28:26Z,MORU,Infectious diseases,MeSH,http://id.nlm.nih.gov/mesh/D003141,Incidence Rate,,MeSH,http://id.nlm.nih.gov/mesh/D015994
doi:10.7910/DVN/JUXZFD,https://doi.org/10.7910/DVN/JUXZFD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JUXZFD,,DRAFT,2023-11-28T03:28:26Z,MORU,Infectious diseases,MeSH,http://id.nlm.nih.gov/mesh/D003141,Mortality Rate,,MeSH,http://id.nlm.nih.gov/mesh/D009026
doi:10.7910/DVN/JUXZFD,https://doi.org/10.7910/DVN/JUXZFD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JUXZFD,,DRAFT,2023-11-28T03:28:26Z,MORU,Infectious diseases,MeSH,http://id.nlm.nih.gov/mesh/D003141,Dengue Fever,,MeSH,http://id.nlm.nih.gov/mesh/D003715
doi:10.7910/DVN/JUXZFD,https://doi.org/10.7910/DVN/JUXZFD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JUXZFD,,DRAFT,2023-11-28T03:28:26Z,MORU,Infectious diseases,MeSH,http://id.nlm.nih.gov/mesh/D003141,Dengue Shock Syndrome,,MeSH,http://id.nlm.nih.gov/mesh/D019595
doi:10.7910/DVN/JUXZFD,https://doi.org/10.7910/DVN/JUXZFD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JUXZFD,,DRAFT,2023-11-28T03:28:26Z,MORU,Infectious diseases,MeSH,http://id.nlm.nih.gov/mesh/D003141,Leptospirosis,,MeSH,http://id.nlm.nih.gov/mesh/D007922
doi:10.7910/DVN/JUXZFD,https://doi.org/10.7910/DVN/JUXZFD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JUXZFD,,DRAFT,2023-11-28T03:28:26Z,MORU,Infectious diseases,MeSH,http://id.nlm.nih.gov/mesh/D003141,Melioidosis,,MeSH,http://id.nlm.nih.gov/mesh/D008554
doi:10.7910/DVN/JUXZFD,https://doi.org/10.7910/DVN/JUXZFD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JUXZFD,,DRAFT,2023-11-28T03:28:26Z,MORU,Infectious diseases,MeSH,http://id.nlm.nih.gov/mesh/D003141,Bacterial Infections,,MeSH,http://id.nlm.nih.gov/mesh/D001424
doi:10.7910/DVN/JWHV4R,https://doi.org/10.7910/DVN/JWHV4R,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JWHV4R,,DRAFT,2023-08-15T05:24:50Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Malaria,,MeSH,http://id.nlm.nih.gov/mesh/D008288
doi:10.7910/DVN/JWHV4R,https://doi.org/10.7910/DVN/JWHV4R,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JWHV4R,,DRAFT,2023-08-15T05:24:50Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Parasitology,,MeSH,http://id.nlm.nih.gov/mesh/D010274
doi:10.7910/DVN/JWHV4R,https://doi.org/10.7910/DVN/JWHV4R,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JWHV4R,,DRAFT,2023-08-15T05:24:50Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Entomology,,MeSH,http://id.nlm.nih.gov/mesh/D004772
