dataset_pid,dataset_pid_url,dataset_url,publication_date,dataset_version_number,dataset_version_create_time,dataverse_collection_alias,keywordValue,keywordTermURI,keywordVocabulary,keywordVocabularyURI
doi:10.7910/DVN/EP47MG,https://doi.org/10.7910/DVN/EP47MG,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EP47MG,,DRAFT,2023-11-14T03:33:43Z,MORU,Fever,,MeSH,http://id.nlm.nih.gov/mesh/D005334
doi:10.7910/DVN/EP47MG,https://doi.org/10.7910/DVN/EP47MG,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EP47MG,,DRAFT,2023-11-14T03:33:43Z,MORU,Interview,,MeSH,http://id.nlm.nih.gov/mesh/D017203
doi:10.7910/DVN/EP47MG,https://doi.org/10.7910/DVN/EP47MG,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EP47MG,,DRAFT,2023-11-14T03:33:43Z,MORU,Focus Groups,,MeSH,http://id.nlm.nih.gov/mesh/D017144
doi:10.7910/DVN/LN4TJE,https://doi.org/10.7910/DVN/LN4TJE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LN4TJE,,DRAFT,2023-07-04T07:07:15Z,MORU,"Meningitis, Cryptococcal",,MeSH,http://id.nlm.nih.gov/mesh/D016919
doi:10.7910/DVN/LN4TJE,https://doi.org/10.7910/DVN/LN4TJE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LN4TJE,,DRAFT,2023-07-04T07:07:15Z,MORU,HIV,,MeSH,http://id.nlm.nih.gov/mesh/D006678
doi:10.7910/DVN/LN4TJE,https://doi.org/10.7910/DVN/LN4TJE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LN4TJE,,DRAFT,2023-07-04T07:07:15Z,MORU,Dexamethasone,,MeSH,http://id.nlm.nih.gov/mesh/D003907
doi:10.7910/DVN/KKLPNA,https://doi.org/10.7910/DVN/KKLPNA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KKLPNA,,DRAFT,2023-07-07T05:36:55Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/KKLPNA,https://doi.org/10.7910/DVN/KKLPNA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KKLPNA,,DRAFT,2023-07-07T05:36:55Z,MORU,Rapid Diagnostic Tests,,MeSH,http://id.nlm.nih.gov/mesh/D000092025
doi:10.7910/DVN/KKLPNA,https://doi.org/10.7910/DVN/KKLPNA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KKLPNA,,DRAFT,2023-07-07T05:36:55Z,MORU,Lumefantrine,,MeSH,http://id.nlm.nih.gov/mesh/D000078102
doi:10.7910/DVN/KKLPNA,https://doi.org/10.7910/DVN/KKLPNA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KKLPNA,,DRAFT,2023-07-07T05:36:55Z,MORU,"fanasil, pyrimethamine drug combination",,MeSH,http://id.nlm.nih.gov/mesh/C001205
doi:10.7910/DVN/KKLPNA,https://doi.org/10.7910/DVN/KKLPNA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KKLPNA,,DRAFT,2023-07-07T05:36:55Z,MORU,Chemoprevention,,MeSH,http://id.nlm.nih.gov/mesh/D018890
doi:10.7910/DVN/KKLPNA,https://doi.org/10.7910/DVN/KKLPNA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KKLPNA,,DRAFT,2023-07-07T05:36:55Z,MORU,"Artemether, Lumefantrine Drug Combination",,MeSH,http://id.nlm.nih.gov/mesh/D000077611
doi:10.7910/DVN/TAKWHV,https://doi.org/10.7910/DVN/TAKWHV,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TAKWHV,,DRAFT,2023-06-26T04:18:38Z,MORU,"Artemether, Lumefantrine Drug Combination",,MeSH,http://id.nlm.nih.gov/mesh/D000077611
doi:10.7910/DVN/TAKWHV,https://doi.org/10.7910/DVN/TAKWHV,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TAKWHV,,DRAFT,2023-06-26T04:18:38Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/TAKWHV,https://doi.org/10.7910/DVN/TAKWHV,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TAKWHV,,DRAFT,2023-06-26T04:18:38Z,MORU,Plasmodium falciparum Malaria,,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/TAKWHV,https://doi.org/10.7910/DVN/TAKWHV,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TAKWHV,,DRAFT,2023-06-26T04:18:38Z,MORU,Amodiaquine,,MeSH,http://id.nlm.nih.gov/mesh/D000655
doi:10.7910/DVN/TAKWHV,https://doi.org/10.7910/DVN/TAKWHV,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TAKWHV,,DRAFT,2023-06-26T04:18:38Z,MORU,Artemisinins,,MeSH,http://id.nlm.nih.gov/mesh/D037621
doi:10.7910/DVN/TAKWHV,https://doi.org/10.7910/DVN/TAKWHV,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TAKWHV,,DRAFT,2023-06-26T04:18:38Z,MORU,Antimalarials,,MeSH,http://id.nlm.nih.gov/mesh/D000962
doi:10.7910/DVN/9KIX2F,https://doi.org/10.7910/DVN/9KIX2F,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KIX2F,,DRAFT,2023-07-04T03:09:06Z,MORU,Malaria,,MeSH,http://id.nlm.nih.gov/mesh/D008288
doi:10.7910/DVN/9KIX2F,https://doi.org/10.7910/DVN/9KIX2F,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KIX2F,,DRAFT,2023-07-04T03:09:06Z,MORU,Dengue,,MeSH,http://id.nlm.nih.gov/mesh/D003715
doi:10.7910/DVN/9KIX2F,https://doi.org/10.7910/DVN/9KIX2F,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KIX2F,,DRAFT,2023-07-04T03:09:06Z,MORU,Leptospirosis,,MeSH,http://id.nlm.nih.gov/mesh/D007922
doi:10.7910/DVN/9KIX2F,https://doi.org/10.7910/DVN/9KIX2F,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KIX2F,,DRAFT,2023-07-04T03:09:06Z,MORU,Rickettsia Infections,,MeSH,http://id.nlm.nih.gov/mesh/D012282
doi:10.7910/DVN/9KIX2F,https://doi.org/10.7910/DVN/9KIX2F,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KIX2F,,DRAFT,2023-07-04T03:09:06Z,MORU,"Typhus, Endemic Flea-Borne",,MeSH,http://id.nlm.nih.gov/mesh/D014437
doi:10.7910/DVN/9KIX2F,https://doi.org/10.7910/DVN/9KIX2F,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KIX2F,,DRAFT,2023-07-04T03:09:06Z,MORU,Scrub Typhus,,MeSH,http://id.nlm.nih.gov/mesh/D012612
doi:10.7910/DVN/9KIX2F,https://doi.org/10.7910/DVN/9KIX2F,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KIX2F,,DRAFT,2023-07-04T03:09:06Z,MORU,Coinfection,,MeSH,http://id.nlm.nih.gov/mesh/D060085
doi:10.7910/DVN/N8NRWF,https://doi.org/10.7910/DVN/N8NRWF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/N8NRWF,,DRAFT,2023-07-04T05:18:52Z,MORU,Drug Resistance,,MeSH,http://id.nlm.nih.gov/mesh/D004351
doi:10.7910/DVN/N8NRWF,https://doi.org/10.7910/DVN/N8NRWF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/N8NRWF,,DRAFT,2023-07-04T05:18:52Z,MORU,Gram-Negative Bacteria,,MeSH,http://id.nlm.nih.gov/mesh/D006090
doi:10.7910/DVN/N8NRWF,https://doi.org/10.7910/DVN/N8NRWF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/N8NRWF,,DRAFT,2023-07-04T05:18:52Z,MORU,Acinetobacter,,MeSH,http://id.nlm.nih.gov/mesh/D000150
doi:10.7910/DVN/N8NRWF,https://doi.org/10.7910/DVN/N8NRWF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/N8NRWF,,DRAFT,2023-07-04T05:18:52Z,MORU,Pseudomonas aeruginosa,,MeSH,http://id.nlm.nih.gov/mesh/D011550
doi:10.7910/DVN/N8NRWF,https://doi.org/10.7910/DVN/N8NRWF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/N8NRWF,,DRAFT,2023-07-04T05:18:52Z,MORU,Enterobacter,,MeSH,http://id.nlm.nih.gov/mesh/D004754
doi:10.7910/DVN/N8NRWF,https://doi.org/10.7910/DVN/N8NRWF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/N8NRWF,,DRAFT,2023-07-04T05:18:52Z,MORU,Escherichia coli,,MeSH,http://id.nlm.nih.gov/mesh/D004926
doi:10.7910/DVN/N8NRWF,https://doi.org/10.7910/DVN/N8NRWF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/N8NRWF,,DRAFT,2023-07-04T05:18:52Z,MORU,Klebsiella pneumoniae,,MeSH,http://id.nlm.nih.gov/mesh/D007711
doi:10.7910/DVN/N8NRWF,https://doi.org/10.7910/DVN/N8NRWF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/N8NRWF,,DRAFT,2023-07-04T05:18:52Z,MORU,whole genome sequencing,,MeSH,http://id.nlm.nih.gov/mesh/D000073336
doi:10.7910/DVN/N8NRWF,https://doi.org/10.7910/DVN/N8NRWF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/N8NRWF,,DRAFT,2023-07-04T05:18:52Z,MORU,Bayes Theorem,,MeSH,http://id.nlm.nih.gov/mesh/D001499
doi:10.7910/DVN/TRKI4Z,https://doi.org/10.7910/DVN/TRKI4Z,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TRKI4Z,,DRAFT,2023-08-08T06:58:55Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/TRKI4Z,https://doi.org/10.7910/DVN/TRKI4Z,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TRKI4Z,,DRAFT,2023-08-08T06:58:55Z,MORU,Primaquine,,MeSH,http://id.nlm.nih.gov/mesh/D011319
doi:10.7910/DVN/TRKI4Z,https://doi.org/10.7910/DVN/TRKI4Z,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TRKI4Z,,DRAFT,2023-08-08T06:58:55Z,MORU,Mass Drug Administration,,MeSH,http://id.nlm.nih.gov/mesh/D000074381
doi:10.7910/DVN/TRKI4Z,https://doi.org/10.7910/DVN/TRKI4Z,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TRKI4Z,,DRAFT,2023-08-08T06:58:55Z,MORU,Dihydroartemisinin-piperaquine,,,
doi:10.7910/DVN/8SZ7UV,https://doi.org/10.7910/DVN/8SZ7UV,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8SZ7UV,,DRAFT,2023-08-09T03:06:44Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/8SZ7UV,https://doi.org/10.7910/DVN/8SZ7UV,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8SZ7UV,,DRAFT,2023-08-09T03:06:44Z,MORU,Antimalarials,,MeSH,http://id.nlm.nih.gov/mesh/D000962
doi:10.7910/DVN/8SZ7UV,https://doi.org/10.7910/DVN/8SZ7UV,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8SZ7UV,,DRAFT,2023-08-09T03:06:44Z,MORU,Lumefantrine,,MeSH,http://id.nlm.nih.gov/mesh/D000078102
doi:10.7910/DVN/8SZ7UV,https://doi.org/10.7910/DVN/8SZ7UV,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8SZ7UV,,DRAFT,2023-08-09T03:06:44Z,MORU,ganaplacide,,MeSH,http://id.nlm.nih.gov/mesh/C000599914
doi:10.7910/DVN/8SZ7UV,https://doi.org/10.7910/DVN/8SZ7UV,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8SZ7UV,,DRAFT,2023-08-09T03:06:44Z,MORU,"Artemether, Lumefantrine Drug Combination",,MeSH,http://id.nlm.nih.gov/mesh/D000077611
doi:10.7910/DVN/OTOOY1,https://doi.org/10.7910/DVN/OTOOY1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OTOOY1,,DRAFT,2023-08-14T12:28:19Z,MORU,"Malaria, Vivax",,MeSH,http://id.nlm.nih.gov/mesh/D016780
doi:10.7910/DVN/OTOOY1,https://doi.org/10.7910/DVN/OTOOY1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OTOOY1,,DRAFT,2023-08-14T12:28:19Z,MORU,Primaquine,,MeSH,http://id.nlm.nih.gov/mesh/D011319
doi:10.7910/DVN/OTOOY1,https://doi.org/10.7910/DVN/OTOOY1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OTOOY1,,DRAFT,2023-08-14T12:28:19Z,MORU,Glucosephosphate Dehydrogenase,,MeSH,http://id.nlm.nih.gov/mesh/D005954
doi:10.7910/DVN/OTOOY1,https://doi.org/10.7910/DVN/OTOOY1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OTOOY1,,DRAFT,2023-08-14T12:28:19Z,MORU,Treatment Outcome,,MeSH,http://id.nlm.nih.gov/mesh/D016896
doi:10.7910/DVN/G0GSYC,https://doi.org/10.7910/DVN/G0GSYC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G0GSYC,,DRAFT,2023-08-14T13:24:31Z,MORU,Glucosephosphate Dehydrogenase,,MeSH,http://id.nlm.nih.gov/mesh/D005954
doi:10.7910/DVN/G0GSYC,https://doi.org/10.7910/DVN/G0GSYC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G0GSYC,,DRAFT,2023-08-14T13:24:31Z,MORU,"Malaria, Vivax",,MeSH,http://id.nlm.nih.gov/mesh/D016780
doi:10.7910/DVN/G0GSYC,https://doi.org/10.7910/DVN/G0GSYC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G0GSYC,,DRAFT,2023-08-14T13:24:31Z,MORU,Plasmodium vivax,,MeSH,http://id.nlm.nih.gov/mesh/D010966
doi:10.7910/DVN/G0GSYC,https://doi.org/10.7910/DVN/G0GSYC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G0GSYC,,DRAFT,2023-08-14T13:24:31Z,MORU,Hemoglobins,,MeSH,http://id.nlm.nih.gov/mesh/D006454
doi:10.7910/DVN/LG6FYL,https://doi.org/10.7910/DVN/LG6FYL,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LG6FYL,,DRAFT,2023-08-14T15:46:31Z,MORU,Anti-Bacterial Agents,,MeSH,http://id.nlm.nih.gov/mesh/D000900
doi:10.7910/DVN/LG6FYL,https://doi.org/10.7910/DVN/LG6FYL,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LG6FYL,,DRAFT,2023-08-14T15:46:31Z,MORU,Antibiotic Footprint,,,
doi:10.7910/DVN/LG6FYL,https://doi.org/10.7910/DVN/LG6FYL,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LG6FYL,,DRAFT,2023-08-14T15:46:31Z,MORU,"Drug Resistance, Microbial",,MeSH,http://id.nlm.nih.gov/mesh/D004352
doi:10.7910/DVN/LG6FYL,https://doi.org/10.7910/DVN/LG6FYL,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LG6FYL,,DRAFT,2023-08-14T15:46:31Z,MORU,Diarrhea,,MeSH,http://id.nlm.nih.gov/mesh/D003967
doi:10.7910/DVN/LG6FYL,https://doi.org/10.7910/DVN/LG6FYL,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LG6FYL,,DRAFT,2023-08-14T15:46:31Z,MORU,Common Cold,,MeSH,http://id.nlm.nih.gov/mesh/D003139
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Malaria,,MeSH,http://id.nlm.nih.gov/mesh/D008288
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Drug Combinations,,MeSH,http://id.nlm.nih.gov/mesh/D004338
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Pharmacokinetics,,MeSH,http://id.nlm.nih.gov/mesh/D010599
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Ivermectin,,MeSH,http://id.nlm.nih.gov/mesh/D007559
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Primaquine,,MeSH,http://id.nlm.nih.gov/mesh/D011319
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Albendazole,,MeSH,http://id.nlm.nih.gov/mesh/D015766
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Anopheles,,MeSH,http://id.nlm.nih.gov/mesh/D000852
doi:10.7910/DVN/MCTNBZ,https://doi.org/10.7910/DVN/MCTNBZ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MCTNBZ,,DRAFT,2023-08-08T03:37:48Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/MCTNBZ,https://doi.org/10.7910/DVN/MCTNBZ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MCTNBZ,,DRAFT,2023-08-08T03:37:48Z,MORU,Mefloquine,,MeSH,http://id.nlm.nih.gov/mesh/D015767
doi:10.7910/DVN/MCTNBZ,https://doi.org/10.7910/DVN/MCTNBZ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MCTNBZ,,DRAFT,2023-08-08T03:37:48Z,MORU,Artesunate,,MeSH,http://id.nlm.nih.gov/mesh/D000077332
doi:10.7910/DVN/MCTNBZ,https://doi.org/10.7910/DVN/MCTNBZ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MCTNBZ,,DRAFT,2023-08-08T03:37:48Z,MORU,Polymerase Chain Reaction,,MeSH,http://id.nlm.nih.gov/mesh/D016133
doi:10.7910/DVN/WD0GD4,https://doi.org/10.7910/DVN/WD0GD4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD0GD4,,DRAFT,2023-08-08T04:19:41Z,MORU,Pregnancy in Adolescence,,MeSH,http://id.nlm.nih.gov/mesh/D011253
doi:10.7910/DVN/WD0GD4,https://doi.org/10.7910/DVN/WD0GD4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD0GD4,,DRAFT,2023-08-08T04:19:41Z,MORU,Refugees,,MeSH,http://id.nlm.nih.gov/mesh/D012036
doi:10.7910/DVN/WD0GD4,https://doi.org/10.7910/DVN/WD0GD4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD0GD4,,DRAFT,2023-08-08T04:19:41Z,MORU,Transients and Migrants,,MeSH,http://id.nlm.nih.gov/mesh/D014171
doi:10.7910/DVN/WD0GD4,https://doi.org/10.7910/DVN/WD0GD4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD0GD4,,DRAFT,2023-08-08T04:19:41Z,MORU,Reproductive Health,,MeSH,http://id.nlm.nih.gov/mesh/D060728
doi:10.7910/DVN/WD0GD4,https://doi.org/10.7910/DVN/WD0GD4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD0GD4,,DRAFT,2023-08-08T04:19:41Z,MORU,Sexual Health,,MeSH,http://id.nlm.nih.gov/mesh/D000074384
doi:10.7910/DVN/WD0GD4,https://doi.org/10.7910/DVN/WD0GD4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD0GD4,,DRAFT,2023-08-08T04:19:41Z,MORU,Contraception,,MeSH,http://id.nlm.nih.gov/mesh/D003267
doi:10.7910/DVN/AJCWB1,https://doi.org/10.7910/DVN/AJCWB1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AJCWB1,,DRAFT,2023-08-14T17:47:53Z,MORU,Malaria Vaccines,,MeSH,http://id.nlm.nih.gov/mesh/D017780
doi:10.7910/DVN/AJCWB1,https://doi.org/10.7910/DVN/AJCWB1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AJCWB1,,DRAFT,2023-08-14T17:47:53Z,MORU,Mass Drug Administration,,MeSH,http://id.nlm.nih.gov/mesh/D000074381
doi:10.7910/DVN/AJCWB1,https://doi.org/10.7910/DVN/AJCWB1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AJCWB1,,DRAFT,2023-08-14T17:47:53Z,MORU,Primaquine,,MeSH,http://id.nlm.nih.gov/mesh/D011319
doi:10.7910/DVN/AJCWB1,https://doi.org/10.7910/DVN/AJCWB1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AJCWB1,,DRAFT,2023-08-14T17:47:53Z,MORU,Antibodies,,MeSH,http://id.nlm.nih.gov/mesh/D000906
doi:10.7910/DVN/AJCWB1,https://doi.org/10.7910/DVN/AJCWB1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AJCWB1,,DRAFT,2023-08-14T17:47:53Z,MORU,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/AJCWB1,https://doi.org/10.7910/DVN/AJCWB1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AJCWB1,,DRAFT,2023-08-14T17:47:53Z,MORU,Dihydroartemisinin-Piperaquine,,,
doi:10.7910/DVN/6NX0HF,https://doi.org/10.7910/DVN/6NX0HF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/6NX0HF,,DRAFT,2023-08-15T02:19:49Z,MORU,Health Plan Implementation,,MeSH,http://id.nlm.nih.gov/mesh/D006284
doi:10.7910/DVN/6NX0HF,https://doi.org/10.7910/DVN/6NX0HF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/6NX0HF,,DRAFT,2023-08-15T02:19:49Z,MORU,"Seizures, Febrile",,MeSH,http://id.nlm.nih.gov/mesh/D003294
doi:10.7910/DVN/6NX0HF,https://doi.org/10.7910/DVN/6NX0HF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/6NX0HF,,DRAFT,2023-08-15T02:19:49Z,MORU,Rapid Diagnostic Tests,,MeSH,http://id.nlm.nih.gov/mesh/D000092025
doi:10.7910/DVN/6NX0HF,https://doi.org/10.7910/DVN/6NX0HF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/6NX0HF,,DRAFT,2023-08-15T02:19:49Z,MORU,C-reactive protein,,MeSH,http://id.nlm.nih.gov/mesh/D002097
doi:10.7910/DVN/6NX0HF,https://doi.org/10.7910/DVN/6NX0HF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/6NX0HF,,DRAFT,2023-08-15T02:19:49Z,MORU,Anti-Bacterial Agents,,MeSH,http://id.nlm.nih.gov/mesh/D000900
doi:10.7910/DVN/6NX0HF,https://doi.org/10.7910/DVN/6NX0HF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/6NX0HF,,DRAFT,2023-08-15T02:19:49Z,MORU,Point-of-Care Systems,,MeSH,http://id.nlm.nih.gov/mesh/D019095
doi:10.7910/DVN/QECFFF,https://doi.org/10.7910/DVN/QECFFF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QECFFF,,DRAFT,2023-08-15T02:45:31Z,MORU,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/QECFFF,https://doi.org/10.7910/DVN/QECFFF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QECFFF,,DRAFT,2023-08-15T02:45:31Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/QECFFF,https://doi.org/10.7910/DVN/QECFFF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QECFFF,,DRAFT,2023-08-15T02:45:31Z,MORU,Carrier State,,MeSH,http://id.nlm.nih.gov/mesh/D002353
doi:10.7910/DVN/QECFFF,https://doi.org/10.7910/DVN/QECFFF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QECFFF,,DRAFT,2023-08-15T02:45:31Z,MORU,Enzyme-Linked Immunosorbent Assay,,MeSH,http://id.nlm.nih.gov/mesh/D004797
doi:10.7910/DVN/QECFFF,https://doi.org/10.7910/DVN/QECFFF,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QECFFF,,DRAFT,2023-08-15T02:45:31Z,MORU,Rapid Diagnostic Tests,,MeSH,http://id.nlm.nih.gov/mesh/D000092025
doi:10.7910/DVN/JZSQTM,https://doi.org/10.7910/DVN/JZSQTM,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JZSQTM,,DRAFT,2023-08-14T06:50:36Z,MORU,Sepsis,,MeSH,http://id.nlm.nih.gov/mesh/D018805
