persistent_id,persistentUrl,dataverse_name,dataverse_alias,publication_date
hdl:1902.29/D-30960,https://hdl.handle.net/1902.29/D-30960,University of Georgia Survey Research Center Dataverse,uga,2007-11-30T00:00:00Z
hdl:1902.29/D-20277,https://hdl.handle.net/1902.29/D-20277,"Institute for Public Service & Policy Research, USC Dataverse",usc,2007-11-30T00:00:00Z
hdl:1902.29/D-20278,https://hdl.handle.net/1902.29/D-20278,"Institute for Public Service & Policy Research, USC Dataverse",usc,2007-11-30T00:00:00Z
hdl:1902.29/D-1021,https://hdl.handle.net/1902.29/D-1021,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1018,https://hdl.handle.net/1902.29/D-1018,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1019,https://hdl.handle.net/1902.29/D-1019,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1161,https://hdl.handle.net/1902.29/D-1161,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1160,https://hdl.handle.net/1902.29/D-1160,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1199,https://hdl.handle.net/1902.29/D-1199,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1456,https://hdl.handle.net/1902.29/D-1456,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1442,https://hdl.handle.net/1902.29/D-1442,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1017,https://hdl.handle.net/1902.29/D-1017,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1016,https://hdl.handle.net/1902.29/D-1016,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1015,https://hdl.handle.net/1902.29/D-1015,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1321,https://hdl.handle.net/1902.29/D-1321,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1317,https://hdl.handle.net/1902.29/D-1317,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1315,https://hdl.handle.net/1902.29/D-1315,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1542,https://hdl.handle.net/1902.29/D-1542,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-20153,https://hdl.handle.net/1902.29/D-20153,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-20243,https://hdl.handle.net/1902.29/D-20243,University of Georgia Survey Research Center Dataverse,uga,2007-11-30T00:00:00Z
hdl:1902.29/D-20241,https://hdl.handle.net/1902.29/D-20241,University of Georgia Survey Research Center Dataverse,uga,2007-11-30T00:00:00Z
hdl:1902.29/D-20242,https://hdl.handle.net/1902.29/D-20242,University of Georgia Survey Research Center Dataverse,uga,2007-11-30T00:00:00Z
hdl:1902.29/D-30620,https://hdl.handle.net/1902.29/D-30620,University of Georgia Survey Research Center Dataverse,uga,2007-11-30T00:00:00Z
hdl:1902.29/D-30619,https://hdl.handle.net/1902.29/D-30619,University of Georgia Survey Research Center Dataverse,uga,2007-11-30T00:00:00Z
hdl:1902.29/D-30956,https://hdl.handle.net/1902.29/D-30956,University of Georgia Survey Research Center Dataverse,uga,2007-11-30T00:00:00Z
hdl:1902.29/D-20249,https://hdl.handle.net/1902.29/D-20249,University of Georgia Survey Research Center Dataverse,uga,2007-11-30T00:00:00Z
hdl:1902.29/D-20247,https://hdl.handle.net/1902.29/D-20247,University of Georgia Survey Research Center Dataverse,uga,2007-11-30T00:00:00Z
hdl:1902.29/D-20248,https://hdl.handle.net/1902.29/D-20248,University of Georgia Survey Research Center Dataverse,uga,2007-11-30T00:00:00Z
hdl:1902.29/D-20270,https://hdl.handle.net/1902.29/D-20270,"Institute for Public Service & Policy Research, USC Dataverse",usc,2007-11-30T00:00:00Z
hdl:1902.29/D-101,https://hdl.handle.net/1902.29/D-101,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1009,https://hdl.handle.net/1902.29/D-1009,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1011,https://hdl.handle.net/1902.29/D-1011,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1010,https://hdl.handle.net/1902.29/D-1010,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1022,https://hdl.handle.net/1902.29/D-1022,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1023,https://hdl.handle.net/1902.29/D-1023,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1024,https://hdl.handle.net/1902.29/D-1024,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-1187,https://hdl.handle.net/1902.29/D-1187,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-17155,https://hdl.handle.net/1902.29/D-17155,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-17130,https://hdl.handle.net/1902.29/D-17130,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-17208,https://hdl.handle.net/1902.29/D-17208,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-17527,https://hdl.handle.net/1902.29/D-17527,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-17528,https://hdl.handle.net/1902.29/D-17528,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-17526,https://hdl.handle.net/1902.29/D-17526,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-17542,https://hdl.handle.net/1902.29/D-17542,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-17539,https://hdl.handle.net/1902.29/D-17539,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-17540,https://hdl.handle.net/1902.29/D-17540,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-200,https://hdl.handle.net/1902.29/D-200,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-20,https://hdl.handle.net/1902.29/D-20,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-20077,https://hdl.handle.net/1902.29/D-20077,General Social Science Data Dataverse,odvn,2007-11-30T00:00:00Z
hdl:1902.29/D-30618,https://hdl.handle.net/1902.29/D-30618,University of Georgia Survey Research Center Dataverse,uga,2007-11-30T00:00:00Z
hdl:1902.29/D-30617,https://hdl.handle.net/1902.29/D-30617,University of Georgia Survey Research Center Dataverse,uga,2007-11-30T00:00:00Z
hdl:1902.29/D-20250,https://hdl.handle.net/1902.29/D-20250,University of Georgia Survey Research Center Dataverse,uga,2007-11-30T00:00:00Z
hdl:1902.29/D-20271,https://hdl.handle.net/1902.29/D-20271,"Institute for Public Service & Policy Research, USC Dataverse",usc,2007-11-30T00:00:00Z
hdl:1902.29/D-20272,https://hdl.handle.net/1902.29/D-20272,"Institute for Public Service & Policy Research, USC Dataverse",usc,2007-11-30T00:00:00Z
hdl:1902.29/D-20273,https://hdl.handle.net/1902.29/D-20273,"Institute for Public Service & Policy Research, USC Dataverse",usc,2007-11-30T00:00:00Z
hdl:1902.29/D-30459,https://hdl.handle.net/1902.29/D-30459,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/D-30458,https://hdl.handle.net/1902.29/D-30458,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/D-30457,https://hdl.handle.net/1902.29/D-30457,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/D-30475,https://hdl.handle.net/1902.29/D-30475,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/D-30474,https://hdl.handle.net/1902.29/D-30474,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/D-30473,https://hdl.handle.net/1902.29/D-30473,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/D-31622,https://hdl.handle.net/1902.29/D-31622,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/D-31612,https://hdl.handle.net/1902.29/D-31612,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/D-31611,https://hdl.handle.net/1902.29/D-31611,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/D-30470,https://hdl.handle.net/1902.29/D-30470,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/CD-0222,https://hdl.handle.net/1902.29/CD-0222,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0127,https://hdl.handle.net/1902.29/CD-0127,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0076,https://hdl.handle.net/1902.29/CD-0076,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0212,https://hdl.handle.net/1902.29/CD-0212,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0213,https://hdl.handle.net/1902.29/CD-0213,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0075,https://hdl.handle.net/1902.29/CD-0075,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0084,https://hdl.handle.net/1902.29/CD-0084,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0083,https://hdl.handle.net/1902.29/CD-0083,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0210,https://hdl.handle.net/1902.29/CD-0210,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0027,https://hdl.handle.net/1902.29/CD-0027,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0107,https://hdl.handle.net/1902.29/CD-0107,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0108,https://hdl.handle.net/1902.29/CD-0108,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0026,https://hdl.handle.net/1902.29/CD-0026,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0056,https://hdl.handle.net/1902.29/CD-0056,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0117,https://hdl.handle.net/1902.29/CD-0117,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0047,https://hdl.handle.net/1902.29/CD-0047,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0057,https://hdl.handle.net/1902.29/CD-0057,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0163,https://hdl.handle.net/1902.29/CD-0163,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0162,https://hdl.handle.net/1902.29/CD-0162,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0164,https://hdl.handle.net/1902.29/CD-0164,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0165,https://hdl.handle.net/1902.29/CD-0165,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0196,https://hdl.handle.net/1902.29/CD-0196,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0195,https://hdl.handle.net/1902.29/CD-0195,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0225,https://hdl.handle.net/1902.29/CD-0225,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0091,https://hdl.handle.net/1902.29/CD-0091,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/C-132,https://hdl.handle.net/1902.29/C-132,1970 U.S. Census Data Dataverse,census,2007-11-30T00:00:00Z
hdl:1902.29/C-137,https://hdl.handle.net/1902.29/C-137,1970 U.S. Census Data Dataverse,census,2007-11-30T00:00:00Z
hdl:1902.29/C-17,https://hdl.handle.net/1902.29/C-17,1970 U.S. Census Data Dataverse,census,2007-11-30T00:00:00Z
hdl:1902.29/C-30,https://hdl.handle.net/1902.29/C-30,1970 U.S. Census Data Dataverse,census,2007-11-30T00:00:00Z
hdl:1902.29/C-34,https://hdl.handle.net/1902.29/C-34,1970 U.S. Census Data Dataverse,census,2007-11-30T00:00:00Z
hdl:1902.29/C-33,https://hdl.handle.net/1902.29/C-33,1970 U.S. Census Data Dataverse,census,2007-11-30T00:00:00Z
hdl:1902.29/C-5,https://hdl.handle.net/1902.29/C-5,1970 U.S. Census Data Dataverse,census,2007-11-30T00:00:00Z
hdl:1902.29/C-45,https://hdl.handle.net/1902.29/C-45,1970 U.S. Census Data Dataverse,census,2007-11-30T00:00:00Z
hdl:1902.29/C-51,https://hdl.handle.net/1902.29/C-51,1970 U.S. Census Data Dataverse,census,2007-11-30T00:00:00Z
hdl:1902.29/D-20182,https://hdl.handle.net/1902.29/D-20182,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20251,https://hdl.handle.net/1902.29/D-20251,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30946,https://hdl.handle.net/1902.29/D-30946,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20262,https://hdl.handle.net/1902.29/D-20262,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30611,https://hdl.handle.net/1902.29/D-30611,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30610,https://hdl.handle.net/1902.29/D-30610,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30692,https://hdl.handle.net/1902.29/D-30692,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30659,https://hdl.handle.net/1902.29/D-30659,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30654,https://hdl.handle.net/1902.29/D-30654,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30673,https://hdl.handle.net/1902.29/D-30673,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30675,https://hdl.handle.net/1902.29/D-30675,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30712,https://hdl.handle.net/1902.29/D-30712,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30713,https://hdl.handle.net/1902.29/D-30713,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30711,https://hdl.handle.net/1902.29/D-30711,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30769,https://hdl.handle.net/1902.29/D-30769,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30768,https://hdl.handle.net/1902.29/D-30768,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30767,https://hdl.handle.net/1902.29/D-30767,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30784,https://hdl.handle.net/1902.29/D-30784,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30785,https://hdl.handle.net/1902.29/D-30785,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30786,https://hdl.handle.net/1902.29/D-30786,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-31259,https://hdl.handle.net/1902.29/D-31259,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/D-31485,https://hdl.handle.net/1902.29/D-31485,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/D-31070,https://hdl.handle.net/1902.29/D-31070,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/CD-0086,https://hdl.handle.net/1902.29/CD-0086,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0085,https://hdl.handle.net/1902.29/CD-0085,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0211,https://hdl.handle.net/1902.29/CD-0211,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/DVD-0005,https://hdl.handle.net/1902.29/DVD-0005,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0106,https://hdl.handle.net/1902.29/CD-0106,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0025,https://hdl.handle.net/1902.29/CD-0025,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0024,https://hdl.handle.net/1902.29/CD-0024,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0105,https://hdl.handle.net/1902.29/CD-0105,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0063,https://hdl.handle.net/1902.29/CD-0063,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0122,https://hdl.handle.net/1902.29/CD-0122,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0121,https://hdl.handle.net/1902.29/CD-0121,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0169,https://hdl.handle.net/1902.29/CD-0169,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0168,https://hdl.handle.net/1902.29/CD-0168,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0192,https://hdl.handle.net/1902.29/CD-0192,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0194,https://hdl.handle.net/1902.29/CD-0194,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0193,https://hdl.handle.net/1902.29/CD-0193,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/C-120,https://hdl.handle.net/1902.29/C-120,1970 U.S. Census Data Dataverse,census,2007-11-30T00:00:00Z
hdl:1902.29/C-128,https://hdl.handle.net/1902.29/C-128,1970 U.S. Census Data Dataverse,census,2007-11-30T00:00:00Z
hdl:1902.29/C-131,https://hdl.handle.net/1902.29/C-131,1970 U.S. Census Data Dataverse,census,2007-11-30T00:00:00Z
hdl:1902.29/D-20176,https://hdl.handle.net/1902.29/D-20176,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20177,https://hdl.handle.net/1902.29/D-20177,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30656,https://hdl.handle.net/1902.29/D-30656,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20265,https://hdl.handle.net/1902.29/D-20265,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30500,https://hdl.handle.net/1902.29/D-30500,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30609,https://hdl.handle.net/1902.29/D-30609,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20301,https://hdl.handle.net/1902.29/D-20301,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-20302,https://hdl.handle.net/1902.29/D-20302,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30348,https://hdl.handle.net/1902.29/D-30348,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30347,https://hdl.handle.net/1902.29/D-30347,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30664,https://hdl.handle.net/1902.29/D-30664,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30689,https://hdl.handle.net/1902.29/D-30689,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30688,https://hdl.handle.net/1902.29/D-30688,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30690,https://hdl.handle.net/1902.29/D-30690,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30724,https://hdl.handle.net/1902.29/D-30724,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30725,https://hdl.handle.net/1902.29/D-30725,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30726,https://hdl.handle.net/1902.29/D-30726,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30945,https://hdl.handle.net/1902.29/D-30945,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30777,https://hdl.handle.net/1902.29/D-30777,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30719,https://hdl.handle.net/1902.29/D-30719,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30799,https://hdl.handle.net/1902.29/D-30799,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30800,https://hdl.handle.net/1902.29/D-30800,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30798,https://hdl.handle.net/1902.29/D-30798,National Network of State Polls Dataverse,nnsp,2007-11-30T00:00:00Z
hdl:1902.29/D-30962,https://hdl.handle.net/1902.29/D-30962,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/D-30468,https://hdl.handle.net/1902.29/D-30468,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/D-30927,https://hdl.handle.net/1902.29/D-30927,Carolina Poll Dataverse,carolinapoll,2007-11-30T00:00:00Z
hdl:1902.29/CD-0051,https://hdl.handle.net/1902.29/CD-0051,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0229,https://hdl.handle.net/1902.29/CD-0229,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0053,https://hdl.handle.net/1902.29/CD-0053,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/DVD-0002,https://hdl.handle.net/1902.29/DVD-0002,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0224,https://hdl.handle.net/1902.29/CD-0224,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0073,https://hdl.handle.net/1902.29/CD-0073,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0218,https://hdl.handle.net/1902.29/CD-0218,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0072,https://hdl.handle.net/1902.29/CD-0072,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0013,https://hdl.handle.net/1902.29/CD-0013,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0012,https://hdl.handle.net/1902.29/CD-0012,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0095,https://hdl.handle.net/1902.29/CD-0095,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0094,https://hdl.handle.net/1902.29/CD-0094,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0115,https://hdl.handle.net/1902.29/CD-0115,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0116,https://hdl.handle.net/1902.29/CD-0116,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0046,https://hdl.handle.net/1902.29/CD-0046,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0045,https://hdl.handle.net/1902.29/CD-0045,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0132,https://hdl.handle.net/1902.29/CD-0132,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0130,https://hdl.handle.net/1902.29/CD-0130,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0129,https://hdl.handle.net/1902.29/CD-0129,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0131,https://hdl.handle.net/1902.29/CD-0131,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0179,https://hdl.handle.net/1902.29/CD-0179,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0182,https://hdl.handle.net/1902.29/CD-0182,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0180,https://hdl.handle.net/1902.29/CD-0180,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0181,https://hdl.handle.net/1902.29/CD-0181,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0221,https://hdl.handle.net/1902.29/CD-0221,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
hdl:1902.29/CD-0220,https://hdl.handle.net/1902.29/CD-0220,CD/DVD-ROM Collection Dataverse,cd-dvds,2007-11-30T00:00:00Z
