datasetVersionId,persistentUrl,persistent_id,dsDescriptionValue,dsDescriptionDate
3260,https://hdl.handle.net/1902.29/H-25890,,"<p>Topics addressed in this study include opinions and preferences regarding the national issues of highest priority to the United States government, such as women's rights and campaign finance reform. Also includes approval ratings of prominent political figures and government actions and how respondents intepret the current policitcal climate. Demographic variables include respondent's gender, age, individuals over 18 and under 18 in the household, educational status, party identification, pol
itical philosophy, employment status, length of retirement (if retired), labor union membership, anyone with a disability in the household, household income before taxes, Hispanic (Spanish/Latino) descent, race, number of phone lines, and lived somewhere without a phone.
</p>",
4610,https://hdl.handle.net/1902.29/D-33513,,"<p>This survey focuses on personal finances, perception of the economy, credit card use and overall debt, media exposure, computer usage, level of educational attainment, and telephone service, as well as a line of questioning related to political affiliation.</p>",
2396,https://hdl.handle.net/1902.29/H-16675,,"<p>Topics addressed in this study include important issues for the government to address, ratings of government officials, violence in the Middle East, work and leisure time, leisure activities, and how respondents feel about 16 aspects of their lives, their communities, and the nation (Feel Good Index). Demographic variables include number of adults living in the household, number of individuals under the age of 18 living in the household, presence of disabled individuals aged 16 or older livin
g in the household, respondent's sex, age, educational status, disability status, political party self identification, political philosophy, household income, origin or descent (Spanish, Hispanic, or Latino), race, and number of voice telephone lines available at home.
</p>",
3766,https://hdl.handle.net/1902.29/CD-0056,,"<p>The American Community Survey is a monthly household survey. The survey, as part of the Continuous Measurement System, is a new approach for collecting accurate, timely information needed for critical government functions. The American Community Survey provides estimates of housing, social, and economic characteristics every year for all states, as well as for all cities, counties, metropolitan areas, and population groups of 65,000 persons or more. Once the American Community Survey is in fu
ll operation, the multi-year estimates of characteristics will be updated each year for every governmental unit, for components of the population, and for census tracts and block groups. The American Community Survey: Uses the Master Address File (MAF), a complete listing of all residential addresses in the country, for sample selection. The American Community Survey is being implemented in four phases: Demonstration period 1996-1998 Comparison sites 1999-2001 National comparison sample 2000-2002 Full implementation Nationwide 2003 and beyond.
</p><p>Note to Users: This CD is part of a collection located in the Data Archive of the Odum Institute for Research in Social Science, at the University of North Carolina at Chapel Hill. The collection is located in Room 10, Manning Hall. Users may check the CDs out subscribing to the honor system. Items can be checked out for a period of two weeks. Loan forms are located adjacent to the collection.</p>",
4503,https://hdl.handle.net/1902.29/D-33349,,"<p>This survey collected responses from California residents on various issues. These include ratings of elected officials, party and registration status, opinions of possible candidates, proposed ballot initiatives, economic conditions, finances, taxes, and demographic data. These include age, education, political ideology, party affiliation, religious preference, income, ethnicity, race, and sex.</p>",
3480,https://hdl.handle.net/1902.29/CAPS-POLOPIN,,"<p>The POLOPIN unit is intended to measure political opinions. Opinion measures include approval of Reagan's job as president, approval of Reagan's handling of the economy, attitudes about busing, government guarantee of jobs, restriction of abortion, death penalty. A number of questions deal with whether spending should be increased/decreased/same for the following: older people, blacks, crime, women, social security, cities, medicare, welfare, working women, farmers. Party id and liberal/conse
rvative self-rating are included. The questions were developed or adapted by Pamela Conover.
</p><p>No standard scoring.</p>",
2762,https://hdl.handle.net/1902.29/H-822014,,"<p>Survey focuses on the economy and tax cuts</p><p>""Additional variables include possible recession; use of money gained from tax cuts; bail out by government of major companies in financial trouble; and past voting behavior""</p>",
1699,https://hdl.handle.net/1902.29/D-33455,,"<p>These data are part of an ongoing series sponsored by the Knight Foundation. The series evaluates community standing on dimensions such as citizenship, community development, education, children and social welfare, and arts and culture.</p>",
902,https://hdl.handle.net/1902.29/11581,,Clinical examination and pressure-pain information for the OPPERA Case-Control Study.  Participants were examined using OPPERA's adaptation of a restricted set of research diagnostic criteria for TMD (RDC/TMD).,
3309,https://hdl.handle.net/1902.29/H-1651,,"<p>This survey investigates political preferences and attitudes toward current events.</p><p>Questions include rating of President Lyndon Johnson, presidential, congressional, gubernatorial, and party choices. Other issues explored are the Vietnam War, the economy, civil rights, cigarette smoking, medical and psychiatric care, and TV viewing habits.</p>",
1226,https://hdl.handle.net/1902.29/11684,,"Index children have now been followed through adolescence and into young adulthood, and the CHLNS is tracking their offspring as they begin to have children themselves. The objective is to have a high quality, longitudinal intergenerational study of health. For the mothers, the objective is to follow mothers to the end of their reproductive careers to understand the effects of reproductive cycles on maternal health and nutritional status and to track the development of chronic disease risk factors and aging-related disabilities.
<br/><br/> The 1991-92 follow-up study included 2,399 women who had answered the baseline and birth information surveys of the original CLHNS. They provided reproductive histories, health histories, information on dietary intake and nutritional status, and related demographic and socioeconomic data. For each index child, information on diet, health history, nutritional status, schooling, and anthropometry was collected. In addition, anthropometric data for all younger siblings of the index child
ren were collected. A total of 2,260 children, with an average age of 8.5 years, were surveyed in this follow up stud
y. The 1991-92 study also added a focus on entry into school, and administered a non-verbal intelligence test developed for use in the Philippines by George Guthrie. For a detailed description of the data available from this survey, see the Introduction to 1991 document.",
3592,https://hdl.handle.net/1902.29/D-30456,,"<p>This survey asked questions of political and social concerns, including quality of life, seat belts, candidate preference for US President, cancer information, TV viewing and knowledge of UNC Center for Public TV.</p>",
3451,https://hdl.handle.net/1902.29/CAPS-FRIEND,,"<p>Interview of respondent's best, same-sex friend, with information about friendship formation, strength of friendship, influence on each other's drinking habits, and personality measures.</p><p>FRIEND contains interview of CAPS respondent about friend. FFRIEND contains interview of friend about CAPS respondent.</p><p>No standard scoring procedures</p>",
4717,https://hdl.handle.net/1902.29/D-20070,,"<p>Survey asked questions on issues of interest to residents of Virginia including political knowledge, abortion, AIDS, ratings of public officials.</p>",
422,https://hdl.handle.net/1902.29/11048,,"The Jobs to Careers: Transforming the Front Lines of Health Care initiative is a promising workforce development model that has the potential to help employers improve the bottom line, improve quality of care, and facilitate employees’ professional and personal achievement.  The purpose of this initiative is to reward the skill and career development of frontline health and health care workers through innovative collaborations between employers, educational institutions, and other relevant stakeholders. Partnerships funded through this initiative  were comprised of health or health care employers across sectors, educational institutions (e.g., community colleges, 4 year colleges and independent training providers), and other community organizations (e.g., workforce investment boards, labor unions). Working in collaboration and using work-based learning, the partnerships seek to:  improve supervision, mentoring, wages, and benefits; support training and career ladders; and bolster human resource policies that support skill and career development for incumbent FLWs. In order to maximize the potential of the Jobs to Careers initiative, which involves  17 grantees with 3-year horizons, the UNC evaluation will be designed to include both formative and summative components for each project and will use a comparative case methodology to systematically extract and contextualize lessons learned and promising practices related to the primary areas of interest (e.g., work-based learning, career development, improved job quality, system change within partner organizations, leveraging partnership resources, and policy change) for the program.",2012
4190,https://hdl.handle.net/1902.29/D-30660,,"<p>This survey was conducted among residents of New Jersey on many topics of local and state interest including ratings of State elected officials, candidate preferences, most important problem facing the country, property taxes, local services, crime, vacation time, transportation, gasoline tax, improving roads and highways, diet and health, and food levels.</p>",
3058,https://hdl.handle.net/1902.29/H-902011,,"<p>This study focuses on four specific conditions: glaucoma, cataracts, dry eye, and presbyopia</p>",
932,https://hdl.handle.net/1902.29/11879,,"The LSL presents a checklist of 15 different traumatic events, and par
ticipants indicate which (if any) of these events they have experienced. For participants who endorse at least 1 item, they are then asked to identify the most significant stressor, and they complete the remaining 17 items regarding the extent to which they experience PTSD symptoms (eg, repeated, disturbing memories of the experience) related to the selected traumatic event. Each item is endorsed on a 5-category scale (not at all, a little bit, moderately, quite a bit, extremely). A total score is derived by summing the scores from each of the 17 symptoms. Test-retest reliability is high (.96), and internal consistency ranged from .89 to .92.
<sup>[1]</sup> For participants who did not endorse any traumatic events, PTSD Checklist–Civilian Version scores were set to a minimum score of 17. <br/><br/> [1] Weathers FW, Litz BT, Herman DS, Huska JA, Keane TM: The PTSD Checklist (PCL): Reliability, validity, and diagnostic utility. Paper presented at the Meeting of the International Society for Traumatic Studies, San Antonio, TX, 1993",
2640,https://hdl.handle.net/1902.29/H-718368,,"<p>This study addressed television news shows, global warming, environmental conservation, carbon dioxide emissions, feelings of alienation by the government, relations between the United States and Japan, Princess Diana, sexism in society, marriage and relationships, investing, the possibility of a stock market crash, computer use, use of the Internet, purchasing on-line, prices of computers, professional and college basketball, and favorite teams. Demographic Data is also included. These inclu
de age, education, composition of the household, party affiliation, political ideology, income, race, number of telephone lines in the home, and sex.
</p>",
2133,https://hdl.handle.net/1902.29/D-20246,,"<p>Survey asked questions on issues related to Georgia including health care, alcohol and young people, prescription drugs, advertising, person finances, and life satisfaction.</p>",
1504,https://doi.org/10.15139/S3/12227,,"This survey was conducted using a national sample and addresses the 2016 presidential and primary  elections, President Obama, Congress approval, Iran nuclear agreement, and Planned Parenthood.",2015
3381,https://hdl.handle.net/1902.29/CAPS-INTERNAT,,<p>This questionnaire deals with Rs experience and attitudes about international relations. Included are questions about foreign language training and foreign travel.</p>,
2673,https://hdl.handle.net/1902.29/H-791153,,"<p>Survey investigates public's expectations for the economy and its affect on their future financial habits.</p><p>Questions focus on price patterns, unemployment, recession, inflation, the dollar, interest rates, spending and savings habits, and government spending, Jimmy Carter, personal finances</p>",
4722,https://hdl.handle.net/1902.29/D-20136,,"<p>Survey asked questions on nuclear power, elections, taxes, energy, hazardous waste, television, rating of Kentucky's state universities, physician assistants, and employment issues.</p>",
414,https://doi.org/10.15139/S3/12157,,"This study consists of data files that code the data availability policies of top-20 academic journals in the fields of Business
& Finance, Economics, International Relations, Political Science, and Sociology.  Journals that were ranked as top-20 titles based on 2003-vintage ISI Impact Factor scores were coded on their data policies in 2003 and on their data policies in 2015.  In addition, journals that were ranked as top-20 titles based on most recent ISI Impact Factor scores were likewise coded on their data polices in 2015.  The included Stata .do file imports the contents of each of the Excel files, cleans and labels
the data, and produces two tables: one comparing the data policies of 2003-vintage top-20 journals in 2003 those journals' policies in 2015, and one comparing the data policies of 2003-vintage top-20 journals in 2003 to the data policies of current top-20 journals in 2015.",2015-12-18
30733,https://doi.org/10.15139/S3/5QZXJY,,Carryover study experiment documentation and data,2018-12-21
4148,https://hdl.handle.net/1902.29/D-30510,,"<p>This survey asks question concerning the forthcoming 1992 Presidential election, including ratings and support of Bush, Clinton, Perot, and issues such as candidate's TV commercials, and past voting behavior.</p>",
1315,https://hdl.handle.net/1902.29/11612,,"The Arab Barometer was also developed in consultation with Global Barometer project, a network composed of regional barometers in Latin America, Sub-Saharan, East Asia and South Asia.  Like other regional Democracy Barometers, the objectives of the Arab Barometer are to produce scientifically reliable data on the politically-relevant attitudes of ordinary citizens, to disseminate and apply survey findings in order to contribute to political reform, and to strengthen institutional capacity for public opinion research.",
3574,https://hdl.handle.net/1902.29/CAPS-AIM,,"<p>The Affect Intensity Measure is a 40-item questionnaire that assesses the characteristic strength or intensity with which an individual typically experiences his or her emotions. Items for the AIM were based on a definition which emphasized the distinction between frequency and intensity of experienced emotion. It is assumed that individuals who experience strong positive affect will also experience strong negative affect. Rs respond to the items on a six-point scale (1=never, 2=almost never,
3=occasionally, 4=usually, 5=almost always, 6=always). The scale contains 11 reverse keyed items. The recommended scoring strategy for the AIM is to reverse key the 11 reversed items and average the responses across the 40 items. The measure has been found to correlate significantly with parents reports of their child's typical affect response intensity, self-reports of daily mood, and measures of pathological affective response.
</p><p>In a sample of 356 introductory psychology students, the mean AIM score was 3.88 with a standard deviation of .52. Females scored somewhat higher on the AIM. Means and standard deviations were 3.70 and .47 for males and 4.06 and .50 for females respectively. In another sample of 74 slightly older college undergraduates, the mean AIM score was 3.55 and standard deviation was .63. Again, females scored slightly higher with a mean of 3.77 and sd of .66 compared to a mean of 3.37 and sd of .5
5 for the males.</p><p>Scoring information: Retain original scoring on all individual items. Reverse score for purpose of creating a summary measure (AIMTOT) the following items: AIM 12,16,19,24,26,28,29,31,33,37,40. Sum over all items (with above reverse scored) and divide by 40 to create AIMTOT.</p>",
1391,https://hdl.handle.net/1902.29/11096,,"The purpose of the Value of Library and Information Services in Patient Care Study (referred to the Value Study hereafter) is to understand the value of the health library, information services and the librarian. The Value Study was a partnership of the National Network of Libraries of Medicine, Middle Atlantic Region (NN/LM MAR) and the University of North Carolina at Chapel Hill. The study built on the “Rochester study” conducted in the early 1990s by Marshall and a study team from the Rochester, NY area. The planning group spent considerable time considering changes in the health sciences information environment since the Rochester study was conducted. This study updates the Rochester design and methods. The study employed multiple methods, both quantitative and qualitative. The Value Study used a multi-stage research design with a pilot phase involving 7 library sites. The full study included 56 library sites serving 118 hospitals. Using the Critical Incident Technique, the survey captured data on a recent incident in which health professionals searched for information related to a patient care situation.  or patient care, information resources and access points used and impact of the information. The survey invitation was sent via listservs to physicians, residents and nurses in the participating hospitals. Based on estimates provided by the study facilitator at each hospital, the total number of physicians, residents and nurses served by the 56 library sites was approximately 172,463. On that basis, the 16,122 responses represent an overall response rate of 10%. The response rate for physicians was 10% (n=5,379), for residents 12% (2,123) and for nurses 7% (n=6,788). Response rates by site varied considerably with 21 sites having a survey response rate of 10% or less, 25 sites had a response rate of 11% to 20% and 10 sites had a response rate of 21% or more.",2012
500,https://hdl.handle.net/1902.29/11221,,"<p><b>[RESTRICTED DATA]</b></p> <p><b>MEASURE Evaluation Restricted Data Request Process</b></p>  <p>If you would like to gain access to the data in this study, please submit a request by clicking on the “Request Access” link to the right of the dataset in the Data &amp; Analysis section.   Requests can only be made by registered DVN users. If you do not have a DVN account, please create one and log-in before making your request.   Once your request has been submitted, MEASURE Evaluation will re
view it and follow-up with you by email. Please note that requests for restricted data files frequently require review and approval from international partners and can take several weeks to process.  If you have any questions or concerns, please e-mail MEASURE Evaluation at measure@unc.edu. Thank you, MEASURE Evaluation Dataverse Network
</p> <p>The data in this study is restricted and requires access to be granted via MEASURE Evaluation and/or its in-country partner. Please see the Restricted Data Request Procedures document in the Data &amp; Analysis section for more information.</p> <p>--------</p> <p>The Zambia Sexual Behavior Survey (ZSBS) 2005 is the fourth in a series of surveys designed to monitor knowledge, attitudes and behaviors regarding HIV/AIDS in Zambia. The ZSBS obtains national estimates of international standar
dized indicators importeant to monitoring progress of Zambia's HIV/AIDS
/STD program. The ZSBS 2005 interviewed a nationally representative sample of Zambians about their beliefs about HIV transmission, their sexual behaviors, whether or not they had been tested for HIV, and other important questions. The 2005 ZSBS also identified the prevalence of orphans and the proportion of the population exposed to Youth Peer Education.
</p>",
862,https://doi.org/10.15139/S3/12361,,"<p>The North Carolina State Center for Health Services (SCHS) collects yearly vital statistics. The Odum Institute holds vital statistics beginning in 1968 for births, fetal deaths, deaths, birth/infant deaths, marriages and divorce. Public marriage and divorce data are available through 1999 only.</p><p>This study focuses on deaths in North Carolina in 2014. Death is defined as the permanent disappearance of any evidence of life at any time after live birth. This definition excludes fetal death
s. The data kept for deaths includes the age, race, marital status, and sex of the individual; date, time, cause and location of death; and mode of burial.
</p><p>Minor changes to the files beginning in 2014 reflect the release of an updated NC Death Certificate form in that year.</p><p>The data are strictly numerical; there is no identifying information given about the individuals.</p>",
30850,https://doi.org/10.15139/S3/MEDEWM,,"<h1>Data Summary:</h1>
Community Multiscale Air Quality (CMAQ) Model Version 5.0.2 output data from a 2009 CONUS simulation. <b>Note:The datasets are on a Google Drive. The metadata associated with this DOI contain the link to the Google Drive folder and instructions for downloading the data.</b>",
30850,https://doi.org/10.15139/S3/MEDEWM,,"<h2>File Location and Download Instructions:</h2>
The 2009 model output are available in two forms. The hourly datasets are a set of monthly files with surface-layer hourly concentrations for a model domain that encompasses the contiguous U.S. with a horizontal grid resolution of 12km x 12km. The daily average dataset is a single file with a year of daily average data for the same domain. <br>
<ul><li><a href=""https://drive.google.com/drive/folders/1ITO62nJHTvN9B8bcwJej6GQ8iKnRtsxX"">Link to hourly data</a></li><li><a href=""https://drive.google.com/drive/folders/1icGCTT8kFhEzbzIBWtwufeXoJRAHOPWT"">Link to daily average data</a></li><li><a href=""https://docs.google.com/document/d/1e7B94zFkbKygVWfrhGwEZL51jF4fGXGXZbvi6KzXYQ4/edit"">Download instructions</a></li></ul>

<h2>File Format:</h2>
The 2009 model output are stored as netcdf formatted files using I/O API data structures (<a href=""https://www.cmascenter.org/ioapi/"">https://www.cmascenter.org/ioapi/</a>). Information on the model projection and grid structure is contained in the header information of the netcdf file. The output files can be opened and manipulated using I/O API utilities (e.g. M3XTRACT, M3WNDW) or other software programs that can read and write netcdf formatted files (e.g. Fortran, R, Python).

<h2>Model Variables</h2>
<h3>Variable names in hourly data files:</h3>
<b>Variable Name</b>,<b>Units</b>,<b>Variable Description</b><br>
CO, ppb, carbon monoxide<br>NO, ppb, nitric oxide<br>NO2, ppb, nitrogen dioxide<br>O3, ppb, ozone<br>SO2, ppb, sulfur dioxide<br>SO2_UGM3, micrograms/m^3, sulfur dioxide<br>AECIJ, micrograms/m^3, aerosol elemental carbon (sum of i-mode and j-mode) * <br>AOCIJ, micrograms/m^3, aerosol organic carbon (sum of i-mode and j-mode) *<br>ANO3IJ, micrograms/m^3, aerosol nitrate (sum of i-mode and j-mode) * <br>TNO3, micrograms/m^3, total nitrate= NO3 (ANO3IJ)+ nitric acid (HNO3) <br>ANH4IJ,micrograms/m^3, aerosol ammonium (sum of i-mode and j-mode) * <br>ASO4IJ,micrograms/m^3, aerosol sulfate (sum of i-mode and j-mode) * <br>PMIJ **, micrograms/m^3, total fine particulate matter (sum of i-mode and j-mode) * <br>PM10 **, micrograms/m^3, total particulate matter (sum of i-mode, j-mode, k-mode) * <br>

<h3>Variable names in daily data files:</h3>
Note: All daily averages are computed using Local Standard Time (LST)<br><b>Variable Name</b>,<b>Units</b>,<b>Variable Description</b><br>CO_AVG, ppb, 24-hr average carbon monoxide<br>NO_AVG, ppb, 24-hr average nitric oxide<br>NO2_AVG, ppb, 24-hr average nitrogen dioxide<br>O3_AVG, ppb, 24-hr average ozone<br>O3_MDA8, ppb, Maximum daily 8-hr average ozone + <br>SO2_AVG, ppb, 24-hr average sulfur dioxide<br>SO2_UGM3_AVG, micrograms/m^3, 24-hr average sulfur dioxide<br>AECIJ_AVG, micrograms/m^3, 24-hr average aerosol elemental carbon (sum of i-mode and j-mode) *<br>AOCIJ_AVG, micrograms/m^3, 24-hr average aerosol organic carbon (sum of i-mode and j-mode) *<br>ANO3IJ_AVG, micrograms/m^3, 24-hr average aerosol nitrate (sum of i-mode and j-mode) *<br>TNO3_AVG, micrograms/m^3, 24-hr average total nitrate= NO3 (ANO3IJ)+ nitric acid (HNO3) <br>ANH4IJ_AVG,micrograms/m^3, 24-hr average aerosol ammonium (sum of i-mode and j-mode) * <br>ASO4IJ_AVG,micrograms/m^3, 24-hr average aerosol sulfate (sum of i-mode and j-mode) *<br> PMIJ_AVG **, micrograms/m^3, 24-hr average total fine particulate matter (sum of i-mode and j-mode) * <br> PM10_AVG **, micrograms/m^3, 24-hr average total particulate matter (sum of i-mode, j-mode, k-mode) * <br>

<br><p><b>+</b>The calculation of the MDA8 O3 variable is based on the current ozone NAAQS and is derived from the highest of the 17 consecutive 8-hr averages beginning with the 8-hr period from 7:00am to 3:00pm LST and ending with the 8-hr period from 11pm to 7am the following day.<br></p> 

<p>*CMAQ represents PM using three interacting lognormal distributions, or modes. Two modes, Aitken (i-mode) and accumulation (j-mode) are generally less than 2.5 microns in diameter while the coarse mode (k-mode) contains significant amounts of mass above 2.5 microns.<br></p> 

<p>**Note that modeled size distributions can also be used to output PM species that represent the aerosol mass that falls below a specific diameter, e.g. 2.5 um or 10um. The output variables that are based on the sharp cut-off method are typically very similar to the aggregate PMIJ (i+j mode) and PM10 (i+j+k mode) variables included in these files. Further information on particle size-composition distributions in CMAQv5.0 can be found in Nolte et al. (2015),<a href= ""https://doi.org/10.5194/gmd-8-2877-2015""> https://doi.org/10.5194/gmd-8-2877-2015</a>. <br></p>",
30850,https://doi.org/10.15139/S3/MEDEWM,,"<h2>Simulation Settings and Inputs:</h2>
<h3>CMAQ Model</h3>
<ul><li>Model version: 5.0.2</li>
<li>Bi-directional NH3 air-surface exchange: Massad formulation</li>
<li>Chemical mechanism: CB05TUCL</li>
<li>Aerosol module: aero6</li>
<li>Domain: Continental U.S. (CONUS) using a 12 km grid size and a Lambert Conformal
projection assuming a spherical earth with radius 6370.0 km.</li>
<li>Vertical Resolution: 35 layers from the surface to the top of the free troposphere with layer 1
nominally 19 m tall.</li></ul>

<h3>Boundary Condition Inputs</h3>
<ul><li>Hourly values from 2009 simulation of
GEOS-Chem v8-03-02 with GEOS-5 meteorology</li><li>NLCD land cover Used in WRF: 2006</li></ul>

<h3>Emissions Inputs</h3>
<ul><li>Anthropogenic emissions: Emission inventory label 2009ef. 2007/2008 modeling platform with year specific updates for fires, EGUs and mobile sources: <a href=""https://www.epa.gov/air-emissions-modeling/20072008-version-5-air-emissions-modeling-platforms"">https://www.epa.gov/air-emissions-modeling/20072008-version-5-air-emissions-modeling-platforms</a></li>
<li>Lightning NOx: adjusted to year-specific lightning strike data calculated online in CMAQ v5.0.2.</li>
<li>Chemical fertilizer application: calculated with the Economic Policy Integrated Climate (EPIC).
Schedule is year specific with chemical specification of form applied.</li>
<li>Ammonia Emissions: calculated with new Confined Animal Feeding Operations (CAFO)
resistance and thermodynamics-based diurnal profile.</li>
<li>Vegetation Distribution: Biogenic Emissions Landuse Database version 4 (BELD4) crop
distributions informs EPIC, online biogenic emissions, and deposition velocities.</li>
<li>Fire emissions: developed using the <a href="""">US Forest Service’s BlueSky modeling framework</a> with the
following components: Area Burned = SmartFirev2 | Fuels = FCCS fuelbeds | Consumption
Efficiency = CONSUMEv3 | Emission Factors = FEPS (flaming to smoldering ratio). Additional
details can be found here<a href=""https://www.airfire.org/wp-content/uploads/2012/08/EIC2012-05-EmissionsProcessingComparisons.pdf"">https://www.airfire.org/wp-content/uploads/2012/08/EIC2012-05-EmissionsProcessingComparisons.pdf</a></li></ul>

<h3>Meteorology Inputs</h3>
<ul><li>Model: Weather Research Forecast model, version 3.4 (WRF v3.4) simulated meteorology for 2002 through 2012.</li>
<li>Land Cover: 2006 National Land Cover Database (NLCD)</li>
<li>Data assimilation: based on version-2 four-dimensional data assimilation (FDDA) with no
nudging in the planetary boundary layer and used blended 3-hourly reanalysis fields
(combination of 6-hour Meteorological Assimilation Data Ingest System (MADIS) data and
intermediate North American Mesoscale Model (NAM) 3-hour forecast) organized into 12km
NAM Data Assimilation System (NDAS) fields up to 50 hPa.</li>
<li>WRF v3.4 parameters: Kain-Fritsch Ma and Tan (2009) trigger; NLCD woody wetlands land use
category recognized (wetlands-100); and Pleim-Xiu land-surface model.</li>
<li> WRF post-processing: calculated with the Meteorology-Chemistry Input Processor (MCIP)
v4.1.3.</li>
<li> Vertical Resolution: 35 layers from the surface to the top of the free troposphere with layer 1
nominally 19 m tall.</li></ul>",
4268,https://hdl.handle.net/1902.29/D-30726,,"<p>This survey was conducted among residents of New Jersey on many topics of local and state interest including election for Governor, rating of candidates Kean and Shapiro, candidate preference, party preference, and past voting behavior.</p>",
195,https://hdl.handle.net/1902.29/11424,,N/A,
2579,https://hdl.handle.net/1902.29/H-2522,,"<p>Survey focuses on attitudes toward unionization and employee rights.</p><p>Respondents are also questioned about the state of the economy, fair wages, advantages and disadvantages of unionization, attitudes toward private industry and government workers, union members and leaders, the affect of unionization on government employees, the rights of government employees to unionize and various workers to strike.</p>",
3168,https://hdl.handle.net/1902.29/H-931104,,"<p>This survey focuses on many different political and social concerns including most important issues for the government to address, rating of President Clinton, health care, news coverage, crime, disability, Jurassic Park, baseball, privacy, and favorite performer.</p>",
1654,https://hdl.handle.net/1902.29/D-294,,"<p>This is an attitudinal survey on neighborhood satisfaction among heads of households in urban renewal areas of Toronto in 1969.</p><p>""Information collected included the following variables: reasons for residential or geographic mobility; plans and reasons for future moves; transportation distance to work; shopping patterns; children's transportation to school; preferred neighborhood characteristics; satisfaction with housing; home improvements made or planned; social class identification; or
ganizational membership and participation; perceived discrimination against own ethnic group; attitudes on education, prejudice and alienation. Demographic variables included: age and sex of head household and spouse; marital status; number of families in households; language spoken; ethnicity; length of residence in country, province, city, neighborhood and house; religion; church attendance; education; employment status; occupation; income; etc.""
</p>",
4136,https://hdl.handle.net/1902.29/D-30504,,"<p>Atlanta metro 5-county area survey on various topics, including job satisfaction, commuting behavior, flex-time, relationship with boss, opportunities for promotion, boredom at work, leisure time, expectations ten years from now, and future technology.</p>",
3510,https://hdl.handle.net/1902.29/CAPS-SAD,,"<p>The Social Avoidance and Distress scale (SAD) measures the experience of distress, discomfort, fear, anxiety, etc., in social situations. The scale is made up of 28 true-false items measuring both social avoidance and social distress. Social avoidance is defined as avoiding being with or talking to, or as escaping from others for any reason. Both actual avoidance and the desire for avoidance are included. (The opposite of social avoidance is simple lack of avoidance response, not desire to af
filiate.) Social distress is defined as the reported experience of a negative emotion, such as being upset, distressed, tense, or anxious, in social interactions. Negative items include the reported lack of negative emotion, such as being relaxed, calm, at ease, or comfortable. (The opposite of distress is lack of unhappiness, not the presence of some positive emotion.)
</p>",
25345,https://hdl.handle.net/1902.29/11781,,"The mission of the non-partisan Paul Simon Public Policy Institute polling is to provide citizens, policy-makers, and academic researchers with objective information about trends and issues facing society.   The 2009 Simon Poll interviewed 800 registered voters across Illinois. For the entire sample, the statistical margin for error is plus or minus 3.4 percentage points at the 95 percent confidence level.  Areas covered by the poll are: general outlook, Illinois 2010 primary election, legislative redistricting, Illinois budget, Illinois political reform, approval of elected officials’, government taxes and services, quality of life, health care, abortion, and gay marriage. Demographic information is also included, covering age, race, gender, income, political party affi
liation, political ideology, employment, household income, and religious activities. Respondents’ ZIP codes are included.",
2061,https://hdl.handle.net/1902.29/11235,,"NEH-funded Project: Archive of Haitian Religion and Culture: Collaborative Research and Scholarship on Haiti and the Haitian Diaspora  Project Team Principle Investigators: Benjamin Hebblethwaite
& Laurent Dubois University of Florida Team: Andrew Tarter, Wilmide Vernet, Musset Apollon Duke University Team: Deborah Jenson, Jacques Pierre, Christy Mobley Contributors: Jérôme Soimaud, Karen Richman, Kate Ramsey, Lois Wilcken, Maria van Daalen, Raphaël Confiant  Librarians: Laurie N. Taylor, Brooke Wooldridge, Mark Sullivan, Holly Ackerman, Richard Freeman, Margarita-Vargas Betancourt, Richard Phillips, Matthew Loving, Lois Widmer, Randall Renner, Bess de Farber Announced in August 2012: Un
iversity of Florida and Duke University researchers and librarians have spearheaded a collaborative partnership project which has been awarded $240,8
04 from the National Endowment for the Humanities (NEH). This is the second largest award in Florida (and one of only 5 major grants awarded in the state) and one of 244 nationally this year. The Archive of Haitian Religion and Culture: Collaborative Research and Scholarship on Haiti and the Haitian Diaspora grant, led by project director Benjamin Hebblethwaite (UF) and co-director Laurent Dubois (Duke) will improve the understanding of a central Haitian and Haitian-American spiritual tradition, the Vodou religion, by gathering the audiovisual and textual sources of communities, by interpreting the collected materials, by expanding the holdings through a self-submission tool, and by diffusing the knowledge via an open access digital library hosted within the existing Digital Library of the Caribbean (dLOC; www.dloc.com). The Archive of Haitian Religion and Culture: Collaborative Research and Scholarship on Haiti and the Haitian Diaspora project is part of a tradition of scholarly work stretching back to the early 20th century that has sought to counter reductionist and racist visions of Vodou religion through ethnography, analysis of culture and music, and an exploration of the role of religion in Haiti’s founding revolution (1791-1803). Such work has long turned to the central texts of worship which are Haitian Creole language songs. This three-year project will create a freely accessible multimedia digital library that uses audiovisual technologies to curate, elucidate and facilitate the advanced search of the rich primary materials of a central Haitian and Haitian-American spiritual tradition in order to promote discovery and educate a broad public. This project will provide content online for scholars and the public in the form of: Audiovisual content available as sound, photographic or video footage that will be transcribed, translated, subtitled and explicated Textual content available as facsimile, updated modernizations and translations Critical syntheses such as commentary, exegesis, etymology, etc., available in English New works obtained through the Digital Library of the Caribbean’s self-submission tool This project’s 29 different primary and interpretative materials will be presented at the first-of-its-kind Vodou Archive digital library which is dedicated to “curating and sharing the sources of Vodou religion and culture.”",2012
