persistentUrl,dataverseAlias,dataverseName
https://hdl.handle.net/1902.29/H-1970,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-2435,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-1950,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-2052,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-7483,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-1961,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-2235,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-1928,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-1935,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-2355,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-A015,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-20198,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-1956,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-1958,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-19840,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-21026,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-22091,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/D-30708,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/H-1195,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-1948,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-1942,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-1936,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-1930,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-748224,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-2624-3,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-911104,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-802115,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-354,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-911202,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-893003,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-901105,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-891102,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-892049,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-18894,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-19035,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-19448,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-20229,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-15780,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-16507B,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-17162,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-17838,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-17217,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-17123,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-17620,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-15271,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-15652,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-15938,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-16094,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-16307,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-16507,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-16829,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-17045,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-16675,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-17215,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-17501,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-17800,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-17677,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-18203,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-18677,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-15229,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-14215b,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-12059,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-14215a,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-12144,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-12508,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-12851,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-12706,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-12963,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-13048,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-13422,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-13287,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-13778,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-13955,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-14405,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-12347,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-14539,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-15163,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-14875,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-15003,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-14654,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-11933,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-11581,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-11932,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-11490,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-11767,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-11873,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-12006,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-11430,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-11213,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-11308,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-28335,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/D-33390,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-17301,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/H-828451,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-818449,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-818441,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-818450,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-728290,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-818375,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-818399,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-818410,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-818418,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-953004,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-902062,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-892007,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-912063,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-891202,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-891201,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-941203,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-942013,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-884004,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-923015,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-932015,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-931104,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-932003,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-921206,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-922019,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-924007,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-921204,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-921207,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-924003,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-912081,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-912047,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-902072,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-901109,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-902070,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-902032,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-618199,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-901208,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-892042,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-911110,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-912056,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-892046,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-891106,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-892038,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-891205,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-892032,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-884030,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-891104,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-891204,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-891101,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-891103,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-884028,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-892023,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-891105,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881198,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-884019,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881112,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-885002,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-892024,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-883014,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-891203,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-892029,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-892018,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881104,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-883007,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-884008,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881103,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881006,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874024,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881102,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-884007,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-884002,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-884010,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-884005,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881009,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-P2795,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881111,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881206,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-912030,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881110,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881109,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-883010,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-883013,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881201,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881101,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874025,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871015,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874018,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871108,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871041,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-872019,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881204,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881106,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881018,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-911107,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881205,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881023,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-902064,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881203,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-884024,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-883006,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874009,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874012,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874020,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871017,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871025,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871207,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871106,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871205,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871031,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871107,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874014,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871105,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871020I,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874002,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871020II,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-913004,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-912037,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871104,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-912028,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874007,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822113,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-912011,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874003,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822115,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-911106,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874008,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-911105,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874006,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861035,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871010,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871202,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-837008,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861011,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871002,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871102,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832101,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874015,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871101,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-874005,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871035,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-871003,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861212,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-863012,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861106,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-864014,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-864013,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861210,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861105,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861211,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861209,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861020,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861104,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861208,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-864011,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-864010,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-863009,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822018,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861207,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822047,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822112,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861103,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-P3844T,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861018,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-842101,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-802007,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822110,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822015,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-812020,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822109,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822052,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822017,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822111,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832048,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822016,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832212,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-854010,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-854013,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832209,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861008,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-812101,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832210,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832113,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832211,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822106,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861202,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861102,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822032,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822033,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861010,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-864005,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-804011,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822105,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822107,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-861201,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-855015,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-864002,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822014,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832208,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832110,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832112,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832111,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822104,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822010,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822029,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832109,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-852017,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-853009,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-854009,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-855018,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-851213,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-851105,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832108,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832207,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832206,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-851104,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-854005,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-851212,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-854008,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832205,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832106,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-851210,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822007,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832204,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832105,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832104,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832203,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-817020,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-833003,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832102,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822103,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-812041,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822117,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832202,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-832201,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-831004,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-824011,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/D-33456,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/H-822021,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822116,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-814010,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822022,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822020,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822101,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-814008,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-802005,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-812110,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-822011,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-851208,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-812112,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-812113,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-851207,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-812111,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-844010,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-851103,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-851203,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-851202,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-851009,harris,Louis Harris Data Center Dataverse
