,datasetPID,datasetPIDUrl,numberOfVersions,publicationDate,latestReleaseDate,ageOfDataset(Days),ageOfLastUpdate(Days),descriptionLenth,license,termsExist,relPubCount,relPubPIDCount,usedMetadataBlocks,numberOfFiles,noFileDescriptionCount,uniqueContentTypes,uningestedTabFilesCount,restrictedFilesCount
181,doi:10.7910/DVN/AHMMUA,https://doi.org/10.7910/DVN/AHMMUA,3,2013-04-15 00:00:00+00:00,2015-05-26 15:48:35+00:00,2752,1981,1012,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
182,doi:10.7910/DVN/29040,https://doi.org/10.7910/DVN/29040,5,2015-02-09 00:00:00+00:00,2019-03-07 13:58:49+00:00,2087,600,1011,CC0,True,1,1,"citation,geospatial,journal",5,0,"application/pdf,application/x-stata,application/x-stata-syntax,text/tab-separated-values",2,0
183,doi:10.7910/DVN/AGIMGY,https://doi.org/10.7910/DVN/AGIMGY,2,2019-02-04 20:07:13+00:00,2019-11-22 17:26:11+00:00,631,340,956,NONE,False,1,1,"citation,journal",10,8,"application/pdf,application/x-stata-14,application/x-stata-syntax,text/plain,text/tab-separated-values",1,0
184,doi:10.7910/DVN/25707,https://doi.org/10.7910/DVN/25707,3,2014-06-18 00:00:00+00:00,2015-05-20 18:45:38+00:00,2323,1987,1047,CC0,True,1,1,"citation,geospatial,journal",3,0,"application/x-stata,text/x-stata-syntax; charset=US-ASCII",2,0
185,doi:10.7910/DVN/NMA2WY,https://doi.org/10.7910/DVN/NMA2WY,3,2013-09-06 00:00:00+00:00,2015-05-20 15:39:20+00:00,2608,1987,914,CC0,True,1,1,"citation,geospatial,journal",14,0,"application/x-stata,text/csv,text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",2,0
186,doi:10.7910/DVN/LUBZFJ,https://doi.org/10.7910/DVN/LUBZFJ,3,2013-07-29 00:00:00+00:00,2015-05-21 19:31:57+00:00,2647,1986,1112,CC0,True,1,1,"citation,geospatial,journal",4,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
187,doi:10.7910/DVN/JNEQYJ,https://doi.org/10.7910/DVN/JNEQYJ,2,2018-09-20 16:59:38+00:00,2019-11-21 20:18:18+00:00,768,341,961,NONE,False,1,1,"citation,journal",8,2,"application/pdf,application/x-rlang-transport,text/plain,text/tab-separated-values,type/x-r-syntax",1,0
188,doi:10.7910/DVN/RYNSDG,https://doi.org/10.7910/DVN/RYNSDG,2,2018-07-20 12:59:39+00:00,2019-11-21 17:25:07+00:00,830,341,1055,NONE,False,1,1,"citation,journal",8,1,"application/pdf,application/x-rlang-transport,text/plain,text/tab-separated-values,type/x-r-syntax",1,0
189,doi:10.7910/DVN/3DK6JA,https://doi.org/10.7910/DVN/3DK6JA,2,2018-10-15 15:33:49+00:00,2019-11-22 16:24:59+00:00,743,340,947,NONE,False,1,1,"citation,journal",18,1,"application/pdf,application/x-rlang-transport,application/x-stata-syntax,text/plain,text/tab-separated-values,text/x-r-source",1,0
190,doi:10.7910/DVN/GPRVC6,https://doi.org/10.7910/DVN/GPRVC6,2,2018-10-11 13:20:09+00:00,2019-11-21 21:25:44+00:00,747,340,1116,NONE,False,1,1,"citation,journal",34,34,"application/pdf,application/x-stata,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",8,0
191,doi:10.7910/DVN/XYUWYJ,https://doi.org/10.7910/DVN/XYUWYJ,2,2018-09-20 20:15:07+00:00,2019-11-21 20:07:13+00:00,768,341,1137,NONE,False,1,0,"citation,journal",134,134,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/x-rlang-transport,application/x-stata-13,application/x-stata-syntax,application/zip,text/csv,text/plain,text/tab-separated-values,type/x-r-syntax",12,0
192,doi:10.7910/DVN/YJUIBI,https://doi.org/10.7910/DVN/YJUIBI,2,2017-04-15 18:59:46+00:00,2019-06-19 20:21:41+00:00,1291,496,990,CC0,True,1,1,"citation,journal",7,0,"application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
193,doi:10.7910/DVN/VWZZLO,https://doi.org/10.7910/DVN/VWZZLO,2,2017-02-23 11:45:44+00:00,2018-12-12 21:09:02+00:00,1342,684,1050,CC0,True,1,1,"citation,journal",18,18,"application/pdf,application/x-stata,application/x-stata-13,application/x-stata-syntax,text/plain,text/tab-separated-values",3,0
194,doi:10.7910/DVN/UQAIZI,https://doi.org/10.7910/DVN/UQAIZI,2,2017-01-28 19:09:45+00:00,2018-12-11 15:43:28+00:00,1368,686,1188,CC0,True,1,1,"citation,journal",6,0,"application/pdf,application/x-stata,application/x-stata-syntax,text/plain",2,0
195,doi:10.7910/DVN/EL6ZCZ,https://doi.org/10.7910/DVN/EL6ZCZ,2,2017-06-21 19:48:06+00:00,2018-12-11 15:38:45+00:00,1224,686,1056,CC0,True,1,1,"citation,journal",33,33,"application/zip,text/plain",0,0
196,doi:10.7910/DVN/X88LYH,https://doi.org/10.7910/DVN/X88LYH,3,2016-06-29 16:53:48+00:00,2017-04-23 18:41:06+00:00,1581,1283,946,CC0,True,1,1,"citation,journal",17,17,"application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/x-stata-syntax,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values",1,0
197,doi:10.7910/DVN/ZSYWHO,https://doi.org/10.7910/DVN/ZSYWHO,2,2016-06-14 14:17:41+00:00,2017-04-30 21:14:58+00:00,1596,1275,1025,CC0,True,1,1,"citation,journal",10,10,"application/pdf,application/x-stata-13,application/x-stata-syntax,text/plain,text/tab-separated-values",1,0
198,doi:10.7910/DVN/FZI6NO,https://doi.org/10.7910/DVN/FZI6NO,2,2016-08-29 21:06:16+00:00,2017-10-11 20:27:02+00:00,1519,1112,963,CC0,True,1,1,"citation,journal",12,12,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values,text/x-stata-syntax,type/x-r-syntax",0,0
199,doi:10.7910/DVN/WPKTKJ,https://doi.org/10.7910/DVN/WPKTKJ,2,2016-08-07 18:48:51+00:00,2017-10-11 19:19:35+00:00,1542,1112,964,CC0,True,1,1,"citation,geospatial,journal",13,13,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
200,doi:10.7910/DVN/2XP8YF,https://doi.org/10.7910/DVN/2XP8YF,2,2016-04-21 13:48:17+00:00,2017-04-23 19:56:41+00:00,1650,1283,1000,CC0,True,1,1,"citation,journal",12,12,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
201,doi:10.7910/DVN/NS3NMH,https://doi.org/10.7910/DVN/NS3NMH,2,2016-05-19 20:03:26+00:00,2017-07-01 11:34:39+00:00,1622,1214,1014,CC0,True,1,1,"citation,journal",8,0,"application/pdf,application/x-stata,application/x-stata-syntax,text/plain,text/tab-separated-values",2,0
202,doi:10.7910/DVN/VT4KJA,https://doi.org/10.7910/DVN/VT4KJA,2,2016-03-23 19:46:42+00:00,2017-04-23 18:31:47+00:00,1679,1283,995,CC0,True,1,1,"citation,geospatial,journal",15,15,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
203,doi:10.7910/DVN/IXWZZO,https://doi.org/10.7910/DVN/IXWZZO,2,2016-11-03 15:29:06+00:00,2017-07-01 11:22:31+00:00,1454,1214,949,CC0,True,1,1,"citation,journal",9,1,"application/pdf,application/x-stata,application/x-stata-syntax,text/plain",3,0
204,doi:10.7910/DVN/YZQTAH,https://doi.org/10.7910/DVN/YZQTAH,3,2015-11-23 17:56:15+00:00,2017-04-23 19:46:49+00:00,1800,1283,1137,CC0,True,1,1,"citation,journal",5,4,"application/download,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
205,doi:10.7910/DVN/DSDNX6,https://doi.org/10.7910/DVN/DSDNX6,2,2016-04-13 15:55:10+00:00,2017-04-30 21:24:15+00:00,1658,1275,1002,CC0,True,1,1,"citation,journal",8,8,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
206,doi:10.7910/DVN/QUHIIE,https://doi.org/10.7910/DVN/QUHIIE,3,2015-12-11 20:22:46+00:00,2017-07-01 11:39:04+00:00,1782,1214,703,CC0,True,1,1,"citation,journal",28,28,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
207,doi:10.7910/DVN/03MTMJ,https://doi.org/10.7910/DVN/03MTMJ,4,2015-11-20 18:30:30+00:00,2016-08-17 20:47:52+00:00,1803,1532,929,CC0,True,1,1,"citation,journal",35,0,"application/pdf,application/x-stata-syntax,text/tab-separated-values",0,0
208,doi:10.7910/DVN/O3A06T,https://doi.org/10.7910/DVN/O3A06T,3,2015-10-20 15:44:46+00:00,2017-02-26 20:17:45+00:00,1834,1339,968,CC0,True,1,1,"citation,journal",7,0,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
209,doi:10.7910/DVN/HPB1CA,https://doi.org/10.7910/DVN/HPB1CA,3,2015-09-23 14:54:58+00:00,2017-03-26 19:27:16+00:00,1861,1311,908,CC0,True,1,1,"citation,journal",7,0,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
210,doi:10.7910/DVN/7D48YB,https://doi.org/10.7910/DVN/7D48YB,3,2015-09-18 13:31:17+00:00,2017-03-26 19:58:22+00:00,1866,1311,1099,NONE,True,1,1,"citation,journal",40,40,"application/pdf,application/warc,application/x-stata-syntax,text/csv,text/plain,text/tab-separated-values,type/x-r-syntax",5,0
211,doi:10.7910/DVN/BLXMCY,https://doi.org/10.7910/DVN/BLXMCY,3,2015-09-24 12:56:25+00:00,2017-02-26 20:43:36+00:00,1860,1339,1359,CC0,True,1,1,"citation,journal",16,7,"application/pdf,application/x-stata-syntax,text/csv,text/tab-separated-values",1,0
212,doi:10.7910/DVN/ZXZMJB,https://doi.org/10.7910/DVN/ZXZMJB,4,2015-07-31 19:42:21+00:00,2017-02-26 20:40:15+00:00,1915,1339,933,CC0,True,1,1,"citation,geospatial,journal",26,26,"application/download,application/vnd.ms-excel,application/x-rlang-transport,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,type/x-r-syntax",1,0
213,doi:10.7910/DVN/OJCQ5O,https://doi.org/10.7910/DVN/OJCQ5O,4,2015-08-28 12:52:36+00:00,2016-08-17 20:41:02+00:00,1887,1532,1181,CC0,True,1,1,"citation,journal",14,0,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
214,doi:10.7910/DVN/UPSRNO,https://doi.org/10.7910/DVN/UPSRNO,5,2015-06-16 12:51:15+00:00,2017-04-23 18:19:34+00:00,1960,1283,976,CC0,True,1,1,"citation,journal",8,0,"application/x-stata,application/x-stata-syntax,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values",1,0
215,doi:10.7910/DVN/23958,https://doi.org/10.7910/DVN/23958,3,2013-12-31 00:00:00+00:00,2015-05-19 15:47:58+00:00,2492,1988,687,CC0,True,1,1,"citation,geospatial,journal,socialscience",4,0,"application/pdf,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
216,doi:10.7910/DVN/24707,https://doi.org/10.7910/DVN/24707,3,2014-02-24 00:00:00+00:00,2015-07-09 14:13:40+00:00,2437,1937,1069,CC0,True,1,1,"citation,geospatial,journal,socialscience",1,0,application/zip,0,0
217,doi:10.7910/DVN/26721,https://doi.org/10.7910/DVN/26721,4,2014-07-16 00:00:00+00:00,2015-11-18 18:07:52+00:00,2295,1805,1073,CC0,True,1,1,"citation,geospatial,journal,socialscience",10,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
218,doi:10.7910/DVN/24914,https://doi.org/10.7910/DVN/24914,3,2014-03-18 00:00:00+00:00,2015-05-27 18:29:47+00:00,2415,1980,677,CC0,True,1,1,"citation,journal",3,0,text/tab-separated-values,0,0
219,doi:10.7910/DVN/RPD7KA,https://doi.org/10.7910/DVN/RPD7KA,4,2015-05-06 17:59:32+00:00,2017-03-26 19:34:44+00:00,2001,1311,1058,CC0,True,1,1,"citation,journal",22,0,"application/pdf,application/x-stata-syntax,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
220,doi:10.7910/DVN/27682,https://doi.org/10.7910/DVN/27682,3,2014-10-23 00:00:00+00:00,2015-11-18 19:24:45+00:00,2196,1805,1004,CC0,True,1,1,"citation,journal",1,0,application/zip,0,0
221,doi:10.7910/DVN/26936,https://doi.org/10.7910/DVN/26936,3,2014-08-04 00:00:00+00:00,2015-11-18 18:57:07+00:00,2276,1805,1067,CC0,True,1,1,"citation,geospatial,journal",3,0,"application/zip,text/x-stata-syntax; charset=US-ASCII",0,0
222,doi:10.7910/DVN/27241,https://doi.org/10.7910/DVN/27241,4,2014-09-03 00:00:00+00:00,2015-11-18 19:11:59+00:00,2246,1805,750,CC0,True,1,1,"citation,geospatial,journal",1,0,application/zip,0,0
223,doi:10.7910/DVN/27371,https://doi.org/10.7910/DVN/27371,3,2014-09-29 00:00:00+00:00,2015-08-03 17:52:35+00:00,2220,1912,1147,CC0,True,1,1,"citation,geospatial,journal",2,0,"application/zip,text/x-stata-syntax",0,0
224,doi:10.7910/DVN/VJLVYU,https://doi.org/10.7910/DVN/VJLVYU,3,2019-04-15 18:16:41+00:00,2019-11-26 14:44:41+00:00,561,336,1102,NONE,False,1,1,"citation,journal",15,0,"application/pdf,application/x-rlang-transport,text/plain,text/tab-separated-values,type/x-r-syntax",1,0
225,doi:10.7910/DVN/JQEUBQ,https://doi.org/10.7910/DVN/JQEUBQ,2,2019-03-12 20:18:21+00:00,2019-04-29 20:25:13+00:00,595,547,1097,NONE,False,1,1,"citation,journal",66,54,"application/pdf,application/vnd.openxmlformats-officedocument.wordprocessingml.document,text/plain",0,6
226,doi:10.7910/DVN/PLLBQJ,https://doi.org/10.7910/DVN/PLLBQJ,2,2016-11-30 19:01:44+00:00,2017-10-11 19:44:04+00:00,1427,1112,912,CC0,True,1,1,"citation,journal",12,2,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
227,doi:10.7910/DVN/FS90RJ,https://doi.org/10.7910/DVN/FS90RJ,2,2016-05-17 15:45:17+00:00,2017-10-11 19:12:26+00:00,1624,1112,977,CC0,True,1,1,"citation,journal",4,1,"application/pdf,text/plain,type/x-r-syntax",0,0
228,doi:10.7910/DVN/TIXGF8,https://doi.org/10.7910/DVN/TIXGF8,3,2016-02-15 21:17:53+00:00,2017-04-23 18:23:52+00:00,1715,1283,1067,CC0,True,1,1,"citation,journal",21,21,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
229,doi:10.7910/DVN/4LZXTY,https://doi.org/10.7910/DVN/4LZXTY,3,2015-09-02 16:49:39+00:00,2016-08-17 20:45:38+00:00,1882,1532,974,CC0,True,1,1,"citation,journal",7,0,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
230,doi:10.7910/DVN/OCUJ2F,https://doi.org/10.7910/DVN/OCUJ2F,3,2015-09-29 18:33:49+00:00,2017-02-26 20:09:49+00:00,1855,1339,637,CC0,True,1,1,"citation,journal",11,0,"application/download,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
231,doi:10.7910/DVN/9OOLQ7,https://doi.org/10.7910/DVN/9OOLQ7,3,2015-06-09 20:21:25+00:00,2016-04-01 19:03:41+00:00,1967,1670,1067,CC0,True,1,1,"citation,geospatial,journal",4,0,"application/pdf,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values",0,0
232,doi:10.7910/DVN/1YK9ON,https://doi.org/10.7910/DVN/1YK9ON,3,2013-05-06 00:00:00+00:00,2015-05-26 14:22:27+00:00,2731,1981,1016,CC0,True,1,1,"citation,geospatial,journal,socialscience",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
233,doi:10.7910/DVN/TJKIWN,https://doi.org/10.7910/DVN/TJKIWN,2,2017-06-14 13:33:17+00:00,2018-12-11 19:41:28+00:00,1231,686,916,CC0,True,1,1,"citation,journal",8,3,"application/pdf,application/x-stata,application/x-stata-syntax,text/plain",2,0
234,doi:10.7910/DVN/BXXWWW,https://doi.org/10.7910/DVN/BXXWWW,2,2016-11-03 20:24:00+00:00,2018-12-11 16:31:50+00:00,1454,686,1067,CC0,True,1,1,"citation,geospatial,journal",6,0,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
235,doi:10.7910/DVN/LZGQOH,https://doi.org/10.7910/DVN/LZGQOH,2,2016-12-08 21:39:04+00:00,2018-12-11 16:26:17+00:00,1418,686,970,CC0,True,1,1,"citation,journal",14,8,"application/pdf,application/x-stata,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",3,0
236,doi:10.7910/DVN/QTG6FQ,https://doi.org/10.7910/DVN/QTG6FQ,2,2016-12-16 14:56:04+00:00,2018-12-11 16:08:22+00:00,1411,686,751,CC0,True,1,1,"citation,journal",8,8,"application/pdf,application/warc,text/plain,text/plain; charset=US-ASCII,type/x-r-syntax",0,0
237,doi:10.7910/DVN/Y43XZR,https://doi.org/10.7910/DVN/Y43XZR,2,2019-02-15 19:56:57+00:00,2019-06-24 19:38:15+00:00,620,491,548,CC0,True,1,1,"citation,geospatial,journal",4,0,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
238,doi:10.7910/DVN/J2FA5R,https://doi.org/10.7910/DVN/J2FA5R,2,2017-06-29 15:31:36+00:00,2019-06-20 14:52:10+00:00,1216,495,890,CC0,True,1,1,"citation,journal",21,21,"application/octet-stream,application/pdf,application/vnd.wolfram.mathematica.package,application/x-stata,application/x-stata-ado,application/x-stata-syntax,text/plain,text/plain; charset=US-ASCII,text/x-matlab",5,0
239,doi:10.7910/DVN/OJA7YS,https://doi.org/10.7910/DVN/OJA7YS,1,2019-07-03 20:57:39+00:00,2019-07-03 20:57:39+00:00,481,481,1105,NONE,False,1,0,"citation,journal",20,20,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
240,doi:10.7910/DVN/OGVWDE,https://doi.org/10.7910/DVN/OGVWDE,2,2018-10-15 18:35:00+00:00,2019-11-22 16:38:50+00:00,743,340,1130,NONE,False,1,1,"citation,journal",31,31,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
241,doi:10.7910/DVN/SBOMZD,https://doi.org/10.7910/DVN/SBOMZD,2,2018-09-28 18:52:37+00:00,2019-11-21 20:32:02+00:00,760,341,1026,NONE,False,1,1,"citation,journal",12,0,"application/pdf,application/x-stata-syntax,text/tab-separated-values,type/x-r-syntax",0,0
242,doi:10.7910/DVN/CQXHTH,https://doi.org/10.7910/DVN/CQXHTH,2,2018-09-10 17:30:49+00:00,2019-11-21 19:04:31+00:00,778,341,1095,NONE,False,1,1,"citation,journal",33,0,"application/pdf,application/x-stata,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",4,0
243,doi:10.7910/DVN/7190MT,https://doi.org/10.7910/DVN/7190MT,2,2018-08-22 13:48:30+00:00,2019-11-21 18:42:36+00:00,797,341,1104,NONE,False,1,1,"citation,journal",10,1,"application/pdf,text/tab-separated-values,type/x-r-syntax",0,0
244,doi:10.7910/DVN/WYA1S2,https://doi.org/10.7910/DVN/WYA1S2,4,2018-04-02 16:41:09+00:00,2019-06-26 18:54:29+00:00,939,489,956,CC0,True,1,1,"citation,geospatial,journal",4,2,"application/pdf,text/plain,type/x-r-syntax",0,0
245,doi:10.7910/DVN/PGCVDP,https://doi.org/10.7910/DVN/PGCVDP,2,2017-06-12 17:45:36+00:00,2018-12-06 14:28:54+00:00,1233,691,1430,CC0,True,1,1,"citation,journal",5,4,"application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/x-stata,application/x-stata-syntax,text/plain,type/x-r-syntax",1,0
246,doi:10.7910/DVN/26783,https://doi.org/10.7910/DVN/26783,3,2014-07-21 00:00:00+00:00,2015-08-03 17:44:58+00:00,2290,1912,844,CC0,True,1,1,"citation,geospatial,journal,socialscience",1,0,application/zip,0,0
247,doi:10.7910/DVN/26642,https://doi.org/10.7910/DVN/26642,4,2014-07-08 00:00:00+00:00,2015-11-18 17:52:42+00:00,2303,1805,1036,CC0,True,1,1,"citation,geospatial,journal",3,0,"application/pdf,text/plain; charset=US-ASCII",0,0
248,doi:10.7910/DVN/RFECVH,https://doi.org/10.7910/DVN/RFECVH,2,2019-10-16 19:04:09+00:00,2019-11-06 15:43:09+00:00,377,356,1059,NONE,False,1,0,"citation,journal",18,3,"application/pdf,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
249,doi:10.7910/DVN/LNUYXZ,https://doi.org/10.7910/DVN/LNUYXZ,2,2018-04-12 14:36:54+00:00,2020-01-09 17:04:52+00:00,929,292,981,CC0,True,1,1,"citation,journal",27,17,"application/pdf,application/x-gzip,text/csv,text/plain,text/tab-separated-values,text/x-fixed-field,type/x-r-syntax",8,0
250,doi:10.7910/DVN/0QOVCH,https://doi.org/10.7910/DVN/0QOVCH,1,2020-01-09 15:28:31+00:00,2020-01-09 15:28:31+00:00,292,292,994,NONE,False,1,0,"citation,geospatial,journal",8,8,"application/pdf,application/x-stata-syntax,text/tab-separated-values,type/x-r-syntax",0,0
251,doi:10.7910/DVN/Y82RW8,https://doi.org/10.7910/DVN/Y82RW8,1,2019-12-12 14:13:41+00:00,2019-12-12 14:13:41+00:00,320,320,1085,NONE,False,1,0,"citation,geospatial,journal",34,34,"application/octet-stream,application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
252,doi:10.7910/DVN/HTMX3K,https://doi.org/10.7910/DVN/HTMX3K,1,2020-03-24 18:31:23+00:00,2020-03-24 18:31:23+00:00,217,217,898,NONE,False,1,0,"citation,geospatial,journal",52,49,"application/gzip,application/octet-stream,application/pdf,application/x-font-ttf,application/x-rlang-transport,application/zip,image/png,text/plain,text/tab-separated-values,type/x-r-syntax",8,0
253,doi:10.7910/DVN/REXZ8H,https://doi.org/10.7910/DVN/REXZ8H,1,2020-01-21 19:43:17+00:00,2020-01-21 19:43:17+00:00,280,280,1037,NONE,False,1,0,"citation,geospatial,journal",29,29,"application/dbf,application/octet-stream,application/pdf,application/prj,application/shp,application/shx,application/x-stata-syntax,application/x-tex,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
254,doi:10.7910/DVN/KH9N7W,https://doi.org/10.7910/DVN/KH9N7W,1,2020-01-09 16:54:57+00:00,2020-01-09 16:54:57+00:00,292,292,853,NONE,False,1,0,"citation,journal",32,32,"application/gzip,application/octet-stream,application/pdf,application/x-tex,text/plain,type/x-r-syntax",0,0
255,doi:10.7910/DVN/W08NIR,https://doi.org/10.7910/DVN/W08NIR,1,2020-03-06 16:03:26+00:00,2020-03-06 16:03:26+00:00,235,235,993,NONE,False,1,0,"citation,journal",142,142,"application/pdf,application/vnd.ms-excel,text/csv,text/plain,text/tab-separated-values,type/x-r-syntax",1,0
256,doi:10.7910/DVN/UEOK3H,https://doi.org/10.7910/DVN/UEOK3H,1,2019-12-12 17:05:15+00:00,2019-12-12 17:05:15+00:00,320,320,952,NONE,False,1,0,"citation,geospatial,journal",10,1,"application/pdf,application/x-rlang-transport,text/csv,text/plain,text/tab-separated-values,type/x-r-syntax",3,0
257,doi:10.7910/DVN/SLXRVJ,https://doi.org/10.7910/DVN/SLXRVJ,2,2020-01-30 20:16:36+00:00,2020-05-04 13:59:34+00:00,271,176,978,NONE,False,1,0,"citation,journal",38,38,"application/octet-stream,application/pdf,text/comma-separated-values,text/plain,type/x-r-syntax",1,0
258,doi:10.7910/DVN/KRIR6G,https://doi.org/10.7910/DVN/KRIR6G,1,2020-04-03 19:49:14+00:00,2020-04-03 19:49:14+00:00,207,207,950,NONE,False,1,0,"citation,journal",35,35,"application/octet-stream,application/pdf,text/csv,text/plain,text/tab-separated-values,type/x-r-syntax",7,0
259,doi:10.7910/DVN/KQU3RR,https://doi.org/10.7910/DVN/KQU3RR,1,2019-12-19 19:42:49+00:00,2019-12-19 19:42:49+00:00,313,313,1005,NONE,False,1,0,"citation,journal",38,0,"application/pdf,application/x-stata-ado,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
260,doi:10.7910/DVN/QWLGGN,https://doi.org/10.7910/DVN/QWLGGN,1,2019-10-01 20:09:23+00:00,2019-10-01 20:09:23+00:00,392,392,827,NONE,False,1,0,"citation,journal",18,18,"application/pdf,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/x-stata-ado,application/x-stata-smcl,application/x-stata-syntax,text/tab-separated-values",1,0
261,doi:10.7910/DVN/SYYMJ0,https://doi.org/10.7910/DVN/SYYMJ0,1,2019-11-26 20:41:26+00:00,2019-11-26 20:41:26+00:00,336,336,1157,NONE,False,1,0,"citation,journal",23,23,"application/pdf,application/vnd.ms-excel,application/x-rlang-transport,application/x-stata-syntax,text/csv,text/plain,text/tab-separated-values,type/x-r-syntax",2,0
262,doi:10.7910/DVN/9ZZOTW,https://doi.org/10.7910/DVN/9ZZOTW,1,2019-11-26 19:07:24+00:00,2019-11-26 19:07:24+00:00,336,336,1026,NONE,False,1,0,"citation,journal",16,0,"application/pdf,application/x-stata-syntax,text/csv,text/tab-separated-values",1,0
263,doi:10.7910/DVN/MTQEE1,https://doi.org/10.7910/DVN/MTQEE1,2,2019-07-29 14:28:54+00:00,2019-11-26 17:45:07+00:00,456,336,1569,NONE,False,1,1,"citation,journal",49,2,"application/pdf,application/x-stata-syntax,text/tab-separated-values,type/x-r-syntax",0,0
264,doi:10.7910/DVN/OKZMIY,https://doi.org/10.7910/DVN/OKZMIY,2,2019-07-22 18:24:48+00:00,2019-11-26 17:10:44+00:00,463,336,991,NONE,False,1,1,"citation,journal",6,5,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
265,doi:10.7910/DVN/RXXQSQ,https://doi.org/10.7910/DVN/RXXQSQ,2,2019-06-19 14:40:37+00:00,2019-11-26 16:31:10+00:00,496,336,909,NONE,False,1,1,"citation,journal",5,0,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
266,doi:10.7910/DVN/O6VHZZ,https://doi.org/10.7910/DVN/O6VHZZ,2,2019-06-14 15:58:26+00:00,2019-11-26 16:19:36+00:00,501,336,941,NONE,False,1,1,"citation,journal",44,0,"application/pdf,application/x-7z-compressed,text/csv,text/plain,type/x-r-syntax",4,0
267,doi:10.7910/DVN/DZ1NFG,https://doi.org/10.7910/DVN/DZ1NFG,4,2019-04-09 18:59:06+00:00,2019-11-26 15:21:31+00:00,567,336,1053,NONE,False,1,1,"citation,journal",17,0,"application/pdf,application/x-stata-ado,application/x-stata-syntax,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,type/x-r-syntax",0,0
268,doi:10.7910/DVN/T21M2M,https://doi.org/10.7910/DVN/T21M2M,2,2019-05-16 18:57:50+00:00,2019-11-26 14:53:33+00:00,530,336,1038,NONE,False,1,1,"citation,geospatial,journal",10,6,"application/pdf,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/x-stata-syntax,text/plain,text/tab-separated-values",1,0
269,doi:10.7910/DVN/FPYKTP,https://doi.org/10.7910/DVN/FPYKTP,2,2019-05-06 15:24:28+00:00,2019-11-25 15:48:41+00:00,540,337,1693,CC0,True,1,1,"citation,journal",81,1,"application/pdf,text/plain; charset=US-ASCII,text/tab-separated-values,text/x-sh,type/x-r-syntax",0,0
