datasetPID,dataverseName,dataverseUrl,datasetPIDUrl,numberOfVersions,numberOfMajorVersions,publicationDate,latestReleaseDate,ageOfDataset(Days),ageOfLastUpdate(Days),descriptionLenth,termsExist,license,termsOfUseExists,termsOfAccessExists,relPubCount,relPubPIDCount,usedMetadataBlocks,numberOfFiles,noFileDescriptionCount,fileTagsExist,uniqueContentTypes,ingestableTabularFileCount,ingestedTabFilesCount,uningestedTabFilesCount,restrictedFilesCount
doi:10.7910/DVN/IQQ2TS,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/IQQ2TS,2.0,1.0,2015-11-03 18:47:11+00:00,2015-11-16 20:52:46+00:00,1937.0,1924.0,1205.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/IR12XU,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/IR12XU,2.0,1.0,2015-11-03 18:46:52+00:00,2015-11-16 20:56:17+00:00,1937.0,1924.0,1201.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/IVFGIK,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/IVFGIK,8.0,5.0,2012-12-10 00:00:00+00:00,2016-07-08 20:35:03+00:00,2996.0,1689.0,1059.0,True,NONE,True,False,4.0,3.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",1.0,0.0,1.0,0.0
doi:10.7910/DVN/IWK3GD,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/IWK3GD,3.0,1.0,2017-08-30 17:17:38+00:00,2019-04-10 15:50:29+00:00,1271.0,683.0,1831.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",80.0,1.0,True,"application/vnd.ms-excel,text/tab-separated-values",8.0,8.0,0.0,50.0
doi:10.7910/DVN/IYWWJH,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/IYWWJH,8.0,2.0,2019-02-05 20:30:36+00:00,2019-10-04 19:18:05+00:00,747.0,506.0,886.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,2.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,3.0
doi:10.7910/DVN/IZTXPL,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/IZTXPL,1.0,1.0,2020-08-14 13:45:36+00:00,2020-08-14 13:45:36+00:00,191.0,191.0,3654.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/J0QAKN,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/J0QAKN,6.0,1.0,2019-02-05 18:58:25+00:00,2019-10-02 18:38:09+00:00,747.0,508.0,984.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,3.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,3.0
doi:10.7910/DVN/J6BHT8,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/J6BHT8,3.0,1.0,2017-08-30 16:07:03+00:00,2019-04-10 15:51:52+00:00,1271.0,683.0,1419.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,1.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/J73BQ7,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/J73BQ7,4.0,1.0,2017-08-30 20:04:56+00:00,2019-04-10 15:54:29+00:00,1271.0,683.0,510.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",2.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,2.0
doi:10.7910/DVN/J9NONK,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/J9NONK,2.0,1.0,2015-11-03 18:42:34+00:00,2015-11-16 21:13:02+00:00,1937.0,1924.0,1205.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/JAOXFJ,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/JAOXFJ,2.0,1.0,2019-10-04 19:59:36+00:00,2019-10-25 19:58:39+00:00,506.0,485.0,1072.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",2.0,2.0,True,application/vnd.ms-excel,0.0,0.0,0.0,2.0
doi:10.7910/DVN/JDVCEA,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/JDVCEA,2.0,1.0,2017-08-30 18:29:10+00:00,2019-04-10 15:58:55+00:00,1271.0,683.0,471.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,1.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/JEH2S4,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/JEH2S4,2.0,1.0,2008-12-18 00:00:00+00:00,2016-04-19 18:28:36+00:00,4449.0,1769.0,892.0,True,NONE,True,False,0.0,0.0,citation,60.0,0.0,True,"application/octet-stream,application/pdf,application/zip,text/tab-separated-values",53.0,53.0,0.0,0.0
doi:10.7910/DVN/JEQ9BO,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/JEQ9BO,1.0,1.0,2019-09-11 13:58:43+00:00,2019-09-11 13:58:43+00:00,529.0,529.0,1584.0,True,NONE,True,False,1.0,0.0,"citation,geospatial,socialscience",5.0,5.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/JFBI5H,International Model for Policy Analysis of Agricultural Commodities and Trade (IMPACT) Dataverse,https://dataverse.harvard.edu/dataverse/impact,https://doi.org/10.7910/DVN/JFBI5H,1.0,1.0,2017-05-02 19:26:07+00:00,2017-05-02 19:26:07+00:00,1391.0,1391.0,1510.0,True,NONE,True,False,1.0,1.0,"citation,socialscience",1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,0.0
doi:10.7910/DVN/JIDZQ2,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/JIDZQ2,4.0,2.0,2008-12-18 00:00:00+00:00,2018-07-05 14:13:50+00:00,4449.0,962.0,1134.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",15.0,0.0,True,"application/pdf,application/zip",0.0,0.0,0.0,15.0
doi:10.7910/DVN/JJJBQ0,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/JJJBQ0,12.0,4.0,2017-06-26 18:02:57+00:00,2020-06-08 13:21:43+00:00,1336.0,258.0,2660.0,True,NONE,True,False,7.0,7.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/JJPOLK,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/JJPOLK,1.0,1.0,2020-06-17 18:53:34+00:00,2020-06-17 18:53:34+00:00,249.0,249.0,2512.0,True,NONE,True,False,3.0,3.0,"citation,geospatial,socialscience",7.0,7.0,True,"application/pdf,text/tab-separated-values",2.0,2.0,0.0,0.0
doi:10.7910/DVN/JL16EW,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/JL16EW,4.0,1.0,2015-10-12 12:05:25+00:00,2016-01-29 18:40:13+00:00,1959.0,1850.0,3651.0,True,CC0,True,False,1.0,0.0,citation,3.0,0.0,True,"application/pdf,text/tab-separated-values",2.0,2.0,0.0,0.0
doi:10.7910/DVN/JQNLHJ,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/JQNLHJ,1.0,1.0,2020-06-17 16:52:36+00:00,2020-06-17 16:52:36+00:00,249.0,249.0,3348.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/JTUFRX,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/JTUFRX,1.0,1.0,2019-05-30 12:37:34+00:00,2019-05-30 12:37:34+00:00,633.0,633.0,425.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/JU6GVD,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/JU6GVD,3.0,1.0,2008-12-18 00:00:00+00:00,2016-01-25 20:53:12+00:00,4449.0,1854.0,1912.0,True,NONE,True,False,1.0,1.0,"citation,geospatial",5.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/JU7QP6,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/JU7QP6,1.0,1.0,2018-07-16 15:11:21+00:00,2018-07-16 15:11:21+00:00,951.0,951.0,2755.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",30.0,30.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",27.0,27.0,0.0,0.0
doi:10.7910/DVN/JVYT2X,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/JVYT2X,3.0,1.0,2018-08-31 14:47:25+00:00,2019-10-03 16:58:24+00:00,905.0,507.0,663.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/JWMCXY,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/JWMCXY,9.0,3.0,2017-04-14 14:40:22+00:00,2018-08-24 20:01:51+00:00,1409.0,912.0,1326.0,True,None,True,False,0.0,0.0,"citation,geospatial,socialscience",132.0,1.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",123.0,123.0,0.0,0.0
doi:10.7910/DVN/JXUXYA,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/JXUXYA,1.0,1.0,2019-08-08 17:14:23+00:00,2019-08-08 17:14:23+00:00,563.0,563.0,1451.0,True,NONE,True,False,1.0,0.0,"citation,geospatial,socialscience",3.0,3.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/JYNEAH,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/JYNEAH,2.0,2.0,2012-12-18 00:00:00+00:00,2013-06-27 00:00:00+00:00,2988.0,2797.0,2967.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/JYPIVQ,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/JYPIVQ,4.0,1.0,2017-08-30 17:28:41+00:00,2019-04-10 15:50:20+00:00,1271.0,683.0,1856.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,1.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/K1ML0U,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/K1ML0U,3.0,1.0,2008-12-18 00:00:00+00:00,2020-02-25 19:04:17+00:00,4449.0,362.0,761.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/K3QI2Z,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/K3QI2Z,11.0,4.0,2018-08-30 12:45:58+00:00,2019-10-04 19:05:07+00:00,906.0,506.0,1488.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",5.0,4.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",1.0,1.0,0.0,5.0
doi:10.7910/DVN/K5NSAF,IFPRI HarvestChoice Dataverse,https://dataverse.harvard.edu/dataverse/harvestchoice,https://doi.org/10.7910/DVN/K5NSAF,3.0,2.0,2017-04-18 01:32:17+00:00,2017-04-18 15:25:57+00:00,1406.0,1405.0,682.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",17.0,17.0,False,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,text/plain,text/tab-separated-values",15.0,1.0,14.0,0.0
doi:10.7910/DVN/K9CDUR,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/K9CDUR,2.0,1.0,2015-11-03 18:56:10+00:00,2015-11-16 19:20:07+00:00,1937.0,1924.0,1227.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/KCA07W,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/KCA07W,1.0,1.0,2019-05-30 13:12:38+00:00,2019-05-30 13:12:38+00:00,633.0,633.0,403.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/KEXZ0S,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/KEXZ0S,3.0,2.0,2016-04-01 19:14:46+00:00,2016-05-31 14:51:20+00:00,1787.0,1727.0,1609.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",17.0,17.0,True,"application/vnd.openxmlformats-officedocument.wordprocessingml.document,text/plain,text/tab-separated-values",14.0,14.0,0.0,0.0
doi:10.7910/DVN/KF5XXX,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/KF5XXX,4.0,3.0,2014-01-23 00:00:00+00:00,2015-11-16 21:17:47+00:00,2587.0,1924.0,1212.0,True,NONE,True,False,3.0,3.0,"citation,geospatial,socialscience",2.0,0.0,True,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2.0,0.0,2.0,0.0
doi:10.7910/DVN/KIXV7U,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/KIXV7U,9.0,2.0,2019-02-07 14:12:02+00:00,2019-10-04 19:02:17+00:00,745.0,506.0,963.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",3.0,1.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,3.0
doi:10.7910/DVN/KKPK0E,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/KKPK0E,4.0,3.0,2012-02-13 00:00:00+00:00,2015-11-19 23:14:23+00:00,3297.0,1921.0,1121.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel,application/zip",0.0,0.0,0.0,0.0
doi:10.7910/DVN/KLPHCG,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/KLPHCG,2.0,1.0,2017-08-30 18:26:53+00:00,2019-04-10 15:57:52+00:00,1271.0,683.0,1272.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,1.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/KN9FE5,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,,,,,,,,,,,,,,,,,,,,,,,
doi:10.7910/DVN/KNCYAC,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/KNCYAC,5.0,4.0,2011-12-08 00:00:00+00:00,2015-11-24 19:56:27+00:00,3364.0,1916.0,769.0,True,NONE,True,False,2.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel,application/zip",0.0,0.0,0.0,0.0
doi:10.7910/DVN/KNI58X,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/KNI58X,2.0,1.0,2015-11-03 18:46:47+00:00,2015-11-16 21:00:31+00:00,1937.0,1924.0,1205.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/KNYMKS,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/KNYMKS,2.0,1.0,2018-07-20 12:40:57+00:00,2018-08-06 13:49:35+00:00,947.0,930.0,922.0,True,NONE,True,False,2.0,1.0,"citation,geospatial,socialscience",3.0,0.0,True,"application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/zip",0.0,0.0,0.0,0.0
doi:10.7910/DVN/KUSXJR,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/KUSXJR,6.0,4.0,2015-09-23 20:47:51+00:00,2016-09-01 21:24:34+00:00,1978.0,1634.0,1243.0,True,CC0,True,False,0.0,0.0,"citation,geospatial,socialscience",23.0,0.0,True,"application/pdf,application/x-stata-syntax,text/tab-separated-values",9.0,9.0,0.0,0.0
doi:10.7910/DVN/KVJZQA,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/KVJZQA,3.0,1.0,2015-11-03 18:56:24+00:00,2018-11-16 20:27:30+00:00,1937.0,828.0,1209.0,True,NONE,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/KYIRMV,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/KYIRMV,1.0,1.0,2018-01-18 15:48:32+00:00,2018-01-18 15:48:32+00:00,1130.0,1130.0,906.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",2.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/KYXKW4,IFPRI HarvestChoice Dataverse,https://dataverse.harvard.edu/dataverse/harvestchoice,,,,,,,,,,,,,,,,,,,,,,,
doi:10.7910/DVN/L3DGCK,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/L3DGCK,1.0,1.0,2019-09-27 20:24:50+00:00,2019-09-27 20:24:50+00:00,513.0,513.0,500.0,True,NONE,True,True,0.0,0.0,"citation,geospatial,socialscience",38.0,38.0,True,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,text/tab-separated-values",38.0,37.0,1.0,38.0
doi:10.7910/DVN/LBM5UD,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LBM5UD,2.0,1.0,2008-12-18 00:00:00+00:00,2016-04-18 21:48:24+00:00,4449.0,1770.0,1418.0,True,NONE,True,False,0.0,0.0,citation,24.0,0.0,True,"application/pdf,application/zip,text/tab-separated-values",12.0,12.0,0.0,0.0
doi:10.7910/DVN/LEP9KF,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LEP9KF,1.0,1.0,2017-06-29 13:36:51+00:00,2017-06-29 13:36:51+00:00,1333.0,1333.0,1081.0,True,NONE,True,False,0.0,0.0,citation,4.0,2.0,False,"application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/x-stata,application/x-stata-syntax",2.0,0.0,2.0,0.0
doi:10.7910/DVN/LG8QLB,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LG8QLB,7.0,4.0,2011-07-11 00:00:00+00:00,2018-06-18 21:08:19+00:00,3514.0,979.0,2124.0,True,NONE,True,False,6.0,0.0,"citation,geospatial,socialscience",99.0,93.0,True,"application/pdf,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/zip,text/tab-separated-values",73.0,72.0,1.0,99.0
doi:10.7910/DVN/LGZ3VV,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LGZ3VV,6.0,5.0,2013-04-17 00:00:00+00:00,2015-11-23 18:52:07+00:00,2868.0,1917.0,1168.0,True,NONE,True,False,6.0,0.0,"citation,geospatial",2.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/LHCTQT,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LHCTQT,1.0,1.0,2020-05-29 03:02:41+00:00,2020-05-29 03:02:41+00:00,269.0,269.0,2736.0,True,NONE,True,False,2.0,2.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/LHXP97,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LHXP97,7.0,5.0,2011-03-14 00:00:00+00:00,2015-11-20 21:59:29+00:00,3633.0,1920.0,2448.0,True,NONE,True,False,14.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",1.0,0.0,1.0,0.0
doi:10.7910/DVN/LL7K48,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LL7K48,1.0,1.0,2019-08-08 17:15:49+00:00,2019-08-08 17:15:49+00:00,563.0,563.0,1442.0,True,NONE,True,False,1.0,0.0,"citation,geospatial,socialscience",3.0,3.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/LLVX1G,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/LLVX1G,1.0,1.0,2015-11-17 17:07:34+00:00,2015-11-17 17:07:34+00:00,1923.0,1923.0,1198.0,True,CC0,True,False,1.0,0.0,citation,0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/LMLQU3,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/LMLQU3,5.0,2.0,2017-09-26 22:00:29+00:00,2019-04-10 15:48:56+00:00,1244.0,683.0,1348.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,0.0,False,text/tab-separated-values,1.0,1.0,0.0,1.0
doi:10.7910/DVN/LOWRX1,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LOWRX1,1.0,1.0,2020-06-17 19:12:25+00:00,2020-06-17 19:12:25+00:00,249.0,249.0,2481.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/LQ1FPH,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LQ1FPH,2.0,1.0,2012-07-09 00:00:00+00:00,2016-04-19 21:05:55+00:00,3150.0,1769.0,1181.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",257.0,0.0,True,"application/octet-stream,application/pdf,application/x-spss-sav,application/zip,text/tab-separated-values",175.0,70.0,105.0,0.0
doi:10.7910/DVN/LR6CQC,Global Food Policy Report,https://dataverse.harvard.edu/dataverse/GFPR,https://doi.org/10.7910/DVN/LR6CQC,2.0,1.0,2018-03-19 20:14:25+00:00,2019-03-18 18:34:43+00:00,1070.0,706.0,2495.0,True,NONE,True,False,1.0,1.0,"citation,geospatial",1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,0.0
doi:10.7910/DVN/LS09OT,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LS09OT,7.0,5.0,2013-08-06 00:00:00+00:00,2017-03-23 11:04:52+00:00,2757.0,1431.0,2375.0,True,NONE,True,False,5.0,5.0,"citation,geospatial,socialscience",2.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,0.0
doi:10.7910/DVN/LT631P,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LT631P,3.0,3.0,2018-05-10 20:15:06+00:00,2018-08-07 19:30:55+00:00,1018.0,929.0,1381.0,True,NONE,True,False,3.0,0.0,"citation,geospatial,socialscience",119.0,0.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",109.0,109.0,0.0,0.0
doi:10.7910/DVN/LU8KRU,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LU8KRU,1.0,1.0,2016-10-11 08:29:13+00:00,2016-10-11 08:29:13+00:00,1594.0,1594.0,3378.0,True,NONE,True,False,1.0,0.0,citation,3.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/LX6HCD,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LX6HCD,3.0,1.0,2008-12-18 00:00:00+00:00,2016-01-20 20:53:41+00:00,4449.0,1859.0,1572.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/LXLAXI,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/LXLAXI,4.0,1.0,2018-01-23 19:35:10+00:00,2019-04-26 19:44:48+00:00,1125.0,667.0,167.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/LXRF8B,Global Food Policy Report,https://dataverse.harvard.edu/dataverse/GFPR,https://doi.org/10.7910/DVN/LXRF8B,1.0,1.0,2018-03-19 20:14:10+00:00,2018-03-19 20:14:10+00:00,1070.0,1070.0,3507.0,True,NONE,True,False,1.0,1.0,citation,1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,0.0
doi:10.7910/DVN/LY2OFY,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/LY2OFY,1.0,1.0,2020-03-18 18:18:47+00:00,2020-03-18 18:18:47+00:00,340.0,340.0,3005.0,True,NONE,True,False,2.0,2.0,"citation,geospatial,socialscience",5.0,5.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
